# l  k  parity   N   mean(Y)       var(Y)        mean(Pf)
  2    1  even      1587  4.498879e-02  7.560299e-01  6.451071e+00
  5    2  odd         41  -9.754873e-04  2.118478e-03  6.501012e+00
  0    0  even     16492  6.082689e+00  7.531341e+01  6.082689e+00
  1    0  odd         29  -9.204264e-04  5.743988e-04  7.496162e+00
  2    1  even      1162  -8.761224e-03  7.787566e-01  6.499936e+00
  3    1  odd         11  -1.012717e-03  3.142302e-03  1.143527e+01
  5    2  odd         31  5.980253e-03  2.717436e-03  7.099028e+00
  6    3  even      2310  2.998285e-02  2.194920e-02  6.458177e+00
  7    3  odd        209  2.792083e-03  1.327835e-03  5.619345e+00
  1    0  odd          5  7.983035e-03  2.758380e-04  4.086379e+00
  2    1  even         1  -4.755859e-01  0.000000e+00  2.543750e+01
  3    1  odd          1  -8.467822e-02  0.000000e+00  1.754932e+00
  5    2  odd          4  3.326204e-02  1.247593e-03  8.208144e+00
  7    3  odd        140  -4.962957e-04  1.333813e-03  5.395125e+00
  0    0  even     10831  6.142758e+00  7.535701e+01  6.142758e+00
  1    0  odd         18  1.178183e-02  3.695490e-04  4.952890e+00
  2    1  even       783  3.416410e-03  5.877377e-01  6.050908e+00
  3    1  odd         32  2.784989e-03  1.871082e-03  5.882442e+00
  4    2  even        12  1.932576e-01  2.174721e-01  1.251888e+01
  5    2  odd         21  8.360761e-03  1.755910e-03  8.309160e+00
  7    3  odd         12  -2.108610e-02  5.076904e-03  1.053019e+01
  8    4  even       693  1.629929e-02  6.558363e-03  7.082316e+00
  9    4  odd        121  2.042841e-03  1.085577e-03  6.602457e+00
  0    0  even      3885  6.143823e+00  7.491126e+01  6.143823e+00
  1    0  odd          5  6.459001e-04  1.668748e-06  1.908918e-01
  2    1  even       184  3.391763e-02  1.164571e+00  6.107672e+00
  3    1  odd          7  -6.375032e-03  3.557478e-03  1.306212e+01
  4    2  even        86  5.529359e-02  9.310098e-02  5.705950e+00
  5    2  odd          6  -2.767450e-03  3.367488e-04  7.773311e-01
  7    3  odd         23  3.416613e-03  2.520210e-03  6.038123e+00
  8    4  even       116  1.845051e-02  6.301863e-03  7.102042e+00
  9    4  odd        112  -5.287853e-03  1.269799e-03  6.081031e+00
  0    0  even       314  5.883501e+00  6.244363e+01  5.883501e+00
  2    1  even        72  1.362033e-01  5.313104e-01  6.160049e+00
  3    1  odd          3  -1.672569e-02  8.512157e-04  1.575226e+01
  7    3  odd          8  -4.880540e-04  1.629261e-03  5.587126e+00
  9    4  odd         11  7.870880e-04  8.530829e-04  5.992004e+00
  0    0  even      9919  5.985697e+00  7.454171e+01  5.985697e+00
  1    0  odd         17  8.514953e-03  1.034555e-03  8.559089e+00
  2    1  even       698  3.466150e-02  7.339313e-01  6.155661e+00
  3    1  odd         27  2.090748e-02  2.801642e-03  5.288572e+00
  4    2  even       201  3.638546e-02  1.470051e-01  5.988343e+00
  5    2  odd         16  -6.747025e-03  3.097985e-03  6.031787e+00
  7    3  odd         12  7.927397e-03  8.075603e-04  5.648570e+00
  8    4  even        22  2.431974e-02  1.114191e-02  4.414950e+00
  9    4  odd          6  -7.335925e-03  3.721008e-04  6.224074e+00
 10    5  even       279  1.044073e-02  2.082382e-03  6.919215e+00
 11    5  odd         84  3.410329e-03  1.037685e-03  7.146685e+00
  0    0  even      4900  6.209524e+00  7.829337e+01  6.209524e+00
  1    0  odd         18  5.255498e-03  4.909021e-04  8.417691e+00
  2    1  even       338  -4.448921e-02  8.188001e-01  6.158038e+00
  3    1  odd         19  1.509135e-03  3.171490e-03  8.478799e+00
  4    2  even       116  3.945397e-02  1.300928e-01  7.360911e+00
  5    2  odd         14  -1.086520e-03  2.885058e-03  8.698722e+00
  7    3  odd          3  1.049406e-02  2.066806e-04  4.853103e+00
  8    4  even        20  1.783447e-02  5.336481e-03  6.022656e+00
  9    4  odd          1  -1.727239e-02  0.000000e+00  8.669780e+00
 10    5  even        58  8.199758e-03  2.491935e-03  6.250072e+00
 11    5  odd         84  4.636900e-04  1.033429e-03  7.422095e+00
  0    0  even       282  6.301528e+00  8.540581e+01  6.301528e+00
  2    1  even        27  8.146159e-02  2.667385e-01  4.147931e+00
  3    1  odd          3  1.528867e-03  4.674866e-06  3.579385e+00
  4    2  even         4  -1.486206e-02  6.626425e-04  5.128906e+00
  5    2  odd          2  1.924637e-02  3.704229e-04  5.704887e+00
 10    5  even         6  0.000000e+00  9.424249e-03  8.067057e+00
 11    5  odd          1  -4.913921e-02  0.000000e+00  1.810906e+01
  0    0  even       263  5.434452e+00  6.639290e+01  5.434452e+00
  1    0  odd          1  4.728134e-02  0.000000e+00  4.090007e+00
  2    1  even         9  -7.253689e-02  1.018891e+00  7.040582e+00
  4    2  even         3  1.982422e-01  7.859993e-02  9.671875e+00
 10    5  even        10  0.000000e+00  7.068187e-04  6.034070e+00
  0    0  even     10112  6.176868e+00  7.604865e+01  6.176868e+00
  1    0  odd         19  1.760737e-02  7.271074e-04  9.567450e+00
  2    1  even       723  4.283993e-02  6.957423e-01  6.347074e+00
  3    1  odd         28  8.607422e-03  2.582754e-03  8.052050e+00
  4    2  even       210  6.594761e-02  1.843579e-01  6.064951e+00
  5    2  odd         19  -4.498001e-03  1.270474e-03  4.385600e+00
  7    3  odd         10  -3.488586e-03  1.032320e-03  6.090226e+00
  8    4  even        22  2.972412e-02  3.453773e-03  7.384455e+00
  9    4  odd          7  -6.980491e-03  2.324519e-04  4.542626e+00
 10    5  even         7  0.000000e+00  3.029223e-03  9.603795e+00
 11    5  odd          5  0.000000e+00  0.000000e+00  0.000000e+00
 12    6  even       121  5.759061e-03  2.500267e-04  8.259568e+00
 13    6  odd         59  -4.398664e-04  6.564253e-04  4.403087e+00
  0    0  even      3321  6.253883e+00  8.077414e+01  6.253883e+00
  1    0  odd         12  1.177679e-02  4.160762e-04  5.421894e+00
  2    1  even       200  7.879761e-02  8.165388e-01  5.785681e+00
  3    1  odd         11  -1.204976e-02  1.492261e-03  1.175849e+01
  4    2  even       113  7.259511e-02  1.170903e-01  5.602582e+00
  5    2  odd          3  7.445998e-03  1.108858e-04  1.061828e+00
  7    3  odd          3  -7.910463e-03  3.719010e-05  3.474004e+00
  8    4  even         3  -7.926432e-02  1.256567e-02  1.763672e+00
 10    5  even         4  -1.486206e-02  6.626425e-04  4.889648e+00
 13    6  odd         40  3.257985e-03  4.371356e-04  5.333630e+00
  0    0  even       200  6.680032e+00  9.607743e+01  6.680032e+00
  1    0  odd        200  5.854976e-03  4.514428e-04  6.081536e+00
  2    1  even       200  5.348999e-02  7.101442e-01  6.449819e+00
  3    1  odd        200  9.543317e-03  2.280325e-03  6.173272e+00
  4    2  even       200  4.934448e-02  9.887852e-02  5.565286e+00
  5    2  odd        200  4.211922e-03  1.901723e-03  6.505202e+00
  0    0  even     61861  6.100947e+00  7.517689e+01  6.100947e+00
  2    1  even      3573  3.335649e-02  7.690965e-01  6.224241e+00
  4    2  even       796  3.569851e-02  1.302272e-01  5.999707e+00
  4    2  even        25  -5.468262e-02  5.114168e-02  5.287930e+00
  4    2  even        44  4.999334e-02  1.945538e-01  1.086653e+01
  6    3  even       357  2.697720e-02  2.024091e-02  6.575679e+00
  7    3  odd         32  -9.994669e-04  6.007163e-04  4.505454e+00
  4    2  even         9  -5.948893e-02  1.005608e-01  8.579861e+00
  7    3  odd          6  1.015902e-02  5.970257e-04  2.563895e+00
  2    1  even        91  1.058618e-01  6.591288e-01  6.446539e+00
  4    2  even        31  -4.602445e-02  4.464078e-02  4.951802e+00
  7    3  odd          1  -9.049855e-03  0.000000e+00  1.114189e+01
  8    4  even       106  -5.608325e-04  2.966990e-03  6.244281e+00
  9    4  odd         13  7.923302e-03  5.324793e-04  8.453565e+00
  9    4  odd         13  -3.367390e-03  7.486375e-04  6.279117e+00
  2    1  even         1  0.000000e+00  0.000000e+00  0.000000e+00
  9    4  odd          3  2.245410e-02  1.529232e-03  7.872492e+00
  2    1  even         4  -3.417969e-01  1.172687e-01  7.207520e+00
  9    4  odd          3  -6.384009e-03  2.069504e-03  1.412839e+01
  2    1  even         2  2.675171e-01  1.987928e-01  3.536621e+00
  9    4  odd          2  0.000000e+00  0.000000e+00  0.000000e+00
  0    0  even       200  7.183524e+00  1.014344e+02  7.183524e+00
  1    0  odd        200  7.660956e-03  4.729218e-04  5.996542e+00
  2    1  even       200  5.644531e-03  6.546386e-01  5.959980e+00
  3    1  odd        200  7.007108e-03  2.156035e-03  6.537335e+00
  4    2  even       200  6.252441e-03  1.094790e-01  6.050298e+00
  5    2  odd        200  7.363878e-03  2.359443e-03  6.321978e+00
  0    0  even     16101  6.095750e+00  7.493958e+01  6.095750e+00
  2    1  even       726  5.697977e-02  7.347455e-01  5.892020e+00
  4    2  even        68  2.185597e-02  1.127948e-01  5.163490e+00
  0    0  even       200  6.215297e+00  7.872188e+01  6.215297e+00
  1    0  odd        200  8.563039e-03  4.877310e-04  5.719507e+00
  2    1  even       200  -6.182312e-02  7.544955e-01  5.393588e+00
  3    1  odd        200  -1.092116e-03  2.707692e-03  6.332030e+00
  4    2  even       200  3.240479e-02  1.026377e-01  5.529648e+00
  5    2  odd        200  -3.557966e-03  1.653685e-03  5.848757e+00
  0    0  even      3051  6.253869e+00  7.539440e+01  6.253869e+00
  2    1  even        26  4.619892e-03  4.680192e-01  6.841609e+00
