# l  k  parity   N   mean(Y)       var(Y)        mean(Pf)
 18    9  even       195  -4.572942e-03  9.033896e-04  5.708243e+00
 19    9  odd        136  -2.564070e-04  8.517915e-04  5.515933e+00
  0    0  even     60223  6.134484e+00  7.483869e+01  6.134484e+00
  1    0  odd        122  6.221771e-03  5.744454e-04  6.118066e+00
  2    1  even      4119  2.635637e-02  7.769611e-01  6.234932e+00
  3    1  odd        156  1.311012e-03  3.102150e-03  6.858633e+00
  4    2  even      1437  3.760692e-02  1.183114e-01  6.394266e+00
  5    2  odd        102  1.994122e-03  1.133673e-03  5.614429e+00
  6    3  even       183  2.891732e-02  2.348583e-02  6.020412e+00
  7    3  odd         61  1.058627e-02  1.602020e-03  5.526800e+00
  9    4  odd         29  9.712278e-04  1.110767e-03  6.430886e+00
 11    5  odd         20  -2.403619e-03  1.678471e-03  9.575201e+00
 12    6  even        23  1.550824e-02  1.603369e-03  7.082456e+00
 13    6  odd         10  7.107804e-03  2.924081e-04  5.024524e+00
 14    7  even        12  -4.954020e-03  8.589811e-04  7.242839e+00
 15    7  odd         13  1.556748e-02  1.558971e-03  8.110417e+00
 16    8  even         9  -1.321072e-02  6.108310e-04  4.122179e+00
 17    8  odd         10  -2.987832e-03  1.029257e-03  9.473007e+00
 18    9  even       108  1.100893e-03  7.841421e-04  5.020698e+00
 19    9  odd         72  2.774609e-03  7.283899e-04  5.003588e+00
  3    1  odd          2  -1.362922e-02  1.857555e-04  6.688190e+00
  7    3  odd          3  0.000000e+00  0.000000e+00  0.000000e+00
 11    5  odd          6  -6.765018e-03  3.950793e-04  4.748205e+00
 12    6  even         4  1.486206e-02  6.626425e-04  9.005859e+00
 15    7  odd          6  2.123366e-02  9.033970e-04  1.552011e+00
 17    8  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
  0    0  even    177328  6.121222e+00  7.527243e+01  6.121222e+00
  1    0  odd        340  7.888498e-03  5.529937e-04  5.587444e+00
  2    1  even     12585  2.572918e-02  7.329072e-01  6.056157e+00
  3    1  odd        545  1.183913e-03  2.588834e-03  6.248216e+00
  4    2  even      4391  3.331852e-02  1.156485e-01  6.306924e+00
  5    2  odd        298  -2.376427e-03  2.406543e-03  6.573613e+00
  6    3  even      1532  3.131709e-02  2.574753e-02  6.339747e+00
  7    3  odd        193  1.622178e-04  1.492849e-03  6.475869e+00
  8    4  even       349  1.499016e-02  6.600824e-03  6.619720e+00
  9    4  odd        117  2.198467e-03  9.044397e-04  6.757224e+00
 10    5  even        43  1.244266e-02  1.078004e-03  5.073853e+00
 11    5  odd         81  4.984246e-04  9.190191e-04  6.401169e+00
 12    6  even        88  5.404386e-03  1.014957e-03  6.849953e+00
 13    6  odd         58  -1.393903e-03  7.076580e-04  6.598458e+00
 14    7  even        56  0.000000e+00  7.573057e-04  6.525364e+00
 15    7  odd         41  -5.354475e-04  1.012309e-03  5.542263e+00
 16    8  even        37  1.606709e-03  4.749987e-04  8.585832e+00
 17    8  odd         25  -5.681889e-03  1.092040e-03  7.104186e+00
 18    9  even        21  -8.492606e-03  7.693265e-04  8.148996e+00
 19    9  odd         13  5.656790e-03  7.670598e-04  1.106894e+01
 20   10  even       160  -1.486206e-03  7.487861e-04  7.345216e+00
 21   10  odd        110  -7.638643e-04  5.719085e-04  6.489684e+00
  0    0  even     45286  6.099642e+00  7.450418e+01  6.099642e+00
  1    0  odd         91  1.115352e-02  5.538412e-04  6.573722e+00
  2    1  even      3073  2.243742e-02  6.995895e-01  5.911034e+00
  3    1  odd        120  4.113622e-03  2.843274e-03  9.149078e+00
  4    2  even      1073  2.238745e-02  1.298784e-01  6.234733e+00
  5    2  odd        118  -3.550113e-03  2.465014e-03  5.980665e+00
  6    3  even       375  2.631803e-02  1.994627e-02  6.219441e+00
  7    3  odd         55  9.986051e-04  2.281697e-03  4.905271e+00
  8    4  even       130  1.463341e-02  6.038490e-03  6.343535e+00
  9    4  odd         22  2.171913e-03  1.242416e-03  6.830874e+00
 10    5  even        46  1.292353e-03  2.072689e-03  6.750709e+00
 11    5  odd         17  1.652104e-03  3.927230e-04  6.458317e+00
 12    6  even        17  1.049087e-02  9.293810e-04  5.602352e+00
 13    6  odd          4  3.073468e-03  5.169623e-04  1.249258e+00
 14    7  even         8  -7.431030e-03  3.865415e-04  3.603760e+00
 15    7  odd         11  1.830490e-02  8.000561e-04  8.375345e+00
 16    8  even         1  0.000000e+00  0.000000e+00  0.000000e+00
 17    8  odd         12  7.348021e-04  5.587275e-06  3.730574e+00
 18    9  even         6  0.000000e+00  1.178031e-03  1.070052e+01
 19    9  odd          5  5.805853e-06  2.933929e-07  2.766286e+00
 20   10  even        57  -1.042952e-03  6.809303e-04  7.245537e+00
 21   10  odd         24  -2.134857e-03  1.346975e-03  5.277378e+00
  0    0  even     10294  6.064243e+00  7.383235e+01  6.064243e+00
  1    0  odd         22  1.496423e-02  9.279200e-04  7.692359e+00
  2    1  even       646  8.737664e-03  7.749902e-01  6.221362e+00
  3    1  odd         33  2.048319e-03  1.660279e-03  3.020361e+00
  4    2  even       225  4.887587e-02  1.266681e-01  6.398460e+00
  5    2  odd         34  1.738679e-02  1.628572e-03  4.612493e+00
  6    3  even        78  1.449037e-02  4.242309e-02  6.778685e+00
  7    3  odd         29  -1.419329e-02  9.769900e-04  5.050634e+00
  8    4  even        28  2.335467e-02  3.619741e-03  7.636475e+00
  9    4  odd         10  -8.015693e-03  2.147277e-04  3.005145e+00
 10    5  even         9  1.981608e-02  1.570708e-03  7.700521e+00
 12    6  even         3  0.000000e+00  0.000000e+00  0.000000e+00
 13    6  odd          3  -3.397628e-02  2.308775e-03  5.421519e+00
 14    7  even         2  0.000000e+00  0.000000e+00  1.248047e+00
 15    7  odd          4  -5.207116e-03  2.739344e-05  2.255554e+00
 16    8  even         2  2.972412e-02  8.835234e-04  6.895508e+00
 18    9  even         2  0.000000e+00  0.000000e+00  0.000000e+00
 21   10  odd         17  1.076856e-02  9.690950e-04  6.581430e+00
  0    0  even      3734  6.156329e+00  7.265489e+01  6.156329e+00
  1    0  odd         17  5.702961e-03  1.037932e-03  5.660622e+00
  2    1  even       283  1.167989e-01  6.643086e-01  6.142378e+00
  3    1  odd          5  -1.589639e-02  8.582879e-03  1.674201e+01
  4    2  even        99  5.885762e-02  1.524131e-01  6.435779e+00
  5    2  odd          6  -3.021095e-02  1.443380e-03  5.462697e+00
  6    3  even        35  -1.188616e-02  1.631957e-02  5.804224e+00
  7    3  odd          2  -2.857563e-02  2.295282e-03  4.876981e+00
  8    4  even        12  -2.478027e-02  9.699759e-03  6.295898e+00
 10    5  even         4  -2.972412e-02  8.835234e-04  3.254883e+00
 11    5  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
 12    6  even         1  0.000000e+00  0.000000e+00  0.000000e+00
 13    6  odd          4  2.126390e-03  3.607907e-04  6.098075e+00
 16    8  even         1  0.000000e+00  0.000000e+00  0.000000e+00
 21   10  odd          4  1.482667e-02  6.674893e-04  2.275103e+00
  0    0  even       200  5.918048e+00  7.981113e+01  5.918048e+00
  1    0  odd        200  9.517375e-03  4.187563e-04  5.764753e+00
  2    1  even       200  1.180096e-01  8.399278e-01  6.925077e+00
  3    1  odd        200  4.718881e-03  3.122472e-03  6.386202e+00
  4    2  even       200  1.782776e-02  1.064245e-01  5.681160e+00
  5    2  odd        200  3.168685e-03  1.714229e-03  5.607729e+00
  0    0  even    339047  6.125864e+00  7.520057e+01  6.125864e+00
  1    0  odd        350  6.366896e-03  5.616210e-04  5.767930e+00
  2    1  even     24409  3.894559e-02  7.505824e-01  6.115328e+00
  3    1  odd        861  2.969300e-03  2.864033e-03  6.010245e+00
  4    2  even      8388  3.777590e-02  1.229878e-01  6.015894e+00
  5    2  odd        356  -5.021205e-04  2.203231e-03  6.745127e+00
  1    0  odd         38  8.786877e-03  3.022773e-04  6.679909e+00
  5    2  odd         30  2.623027e-03  1.116320e-03  4.613660e+00
  0    0  even      7274  6.217966e+00  7.326404e+01  6.217966e+00
  1    0  odd         43  8.826739e-03  5.220189e-04  3.989335e+00
  3    1  odd         18  8.003165e-04  2.105356e-03  3.636233e+00
  5    2  odd         44  -3.026623e-03  1.840103e-03  6.535999e+00
  6    3  even      4218  2.847135e-02  2.390714e-02  6.084378e+00
  7    3  odd        311  -2.869645e-03  1.709427e-03  6.620957e+00
  7    3  odd         95  3.858747e-03  1.044348e-03  5.080145e+00
  0    0  even     15192  6.165638e+00  7.621453e+01  6.165638e+00
  1    0  odd         29  1.379889e-03  1.935983e-04  5.206491e+00
  2    1  even       964  6.136464e-02  6.427809e-01  5.979157e+00
  3    1  odd         45  -4.131503e-03  2.898148e-03  8.505182e+00
  4    2  even       336  -3.202638e-02  1.032833e-01  6.126105e+00
  5    2  odd         26  9.819413e-03  8.898739e-04  4.163977e+00
  7    3  odd          7  4.713102e-03  1.315134e-03  1.265036e+01
  8    4  even      1537  1.566479e-02  5.266258e-03  6.041012e+00
  9    4  odd        204  -4.071561e-04  1.155011e-03  7.803578e+00
  9    4  odd         44  -4.531197e-03  1.204836e-03  6.148818e+00
  0    0  even     13339  6.208771e+00  7.675637e+01  6.208771e+00
  1    0  odd         16  6.778776e-03  7.169753e-04  8.995154e+00
  2    1  even       863  5.985363e-02  8.023364e-01  5.969152e+00
  3    1  odd         41  -5.312175e-03  1.817517e-03  6.878086e+00
  4    2  even       301  4.523131e-02  1.168074e-01  6.502849e+00
  5    2  odd         17  2.793208e-02  1.678686e-03  5.736496e+00
  7    3  odd         14  4.657116e-03  1.788749e-03  5.108603e+00
  9    4  odd         14  -3.803347e-03  4.328071e-04  3.486913e+00
 10    5  even       555  8.462002e-03  1.819612e-03  5.785202e+00
 11    5  odd        129  8.411160e-04  6.574698e-04  4.808230e+00
 11    5  odd          9  -5.991308e-04  1.569708e-04  3.210282e+00
  0    0  even     11054  6.152385e+00  7.382235e+01  6.152385e+00
  1    0  odd         24  4.564845e-03  5.818616e-04  6.517019e+00
  2    1  even       802  7.264219e-02  8.143682e-01  6.392462e+00
  3    1  odd         27  -5.695635e-03  2.438826e-03  1.003241e+01
  4    2  even       280  -1.763175e-02  1.668643e-01  6.301149e+00
  5    2  odd         22  9.694109e-03  8.272195e-04  6.794996e+00
  7    3  odd         14  1.755749e-03  1.002770e-03  3.648153e+00
  9    4  odd          3  0.000000e+00  0.000000e+00  0.000000e+00
 11    5  odd          2  8.026579e-03  4.058725e-04  2.028422e+01
 12    6  even       200  2.972412e-03  1.369461e-03  5.891787e+00
 13    6  odd         69  -7.962002e-05  1.154942e-03  7.327746e+00
  0    0  even      5535  6.098156e+00  7.424252e+01  6.098156e+00
  1    0  odd         12  2.794062e-04  3.269630e-04  4.781198e+00
  2    1  even       434  4.491962e-02  5.805640e-01  5.802482e+00
  3    1  odd         16  2.426434e-02  4.441820e-03  1.005073e+01
  4    2  even       152  -7.032696e-03  1.426262e-01  5.320861e+00
  5    2  odd          4  4.726322e-03  1.265399e-02  1.514337e+01
  7    3  odd          4  -1.694762e-02  8.616654e-04  1.310548e+00
  9    4  odd          2  1.641602e-02  2.694859e-04  7.599044e+00
 11    5  odd          1  7.148445e-03  0.000000e+00  4.983816e+00
 12    6  even         9  0.000000e+00  7.853541e-04  2.767904e+00
 13    6  odd         67  3.447003e-03  1.397174e-03  6.922882e+00
  0    0  even       298  6.191750e+00  7.122826e+01  6.191750e+00
  3    1  odd          6  -6.677927e-03  8.935291e-05  1.209441e+00
  5    2  odd         12  -6.208635e-03  4.775878e-03  8.141474e+00
 13    6  odd          7  -6.359472e-03  5.471746e-04  1.017029e+01
  5    2  odd          8  -3.081361e-02  2.214328e-03  1.351145e+01
  0    0  even       200  5.145742e+00  7.071931e+01  5.145742e+00
  1    0  odd        200  6.784709e-03  5.148255e-04  6.843449e+00
  2    1  even       200  -5.262268e-02  7.882732e-01  6.754084e+00
  3    1  odd        200  -2.432976e-03  2.367056e-03  6.267080e+00
  4    2  even       200  1.248596e-02  1.165802e-01  6.263702e+00
  5    2  odd        200  3.760772e-03  1.852137e-03  6.037908e+00
  0    0  even     48205  6.179702e+00  7.516292e+01  6.179702e+00
  2    1  even      3414  4.392061e-02  8.055301e-01  6.296631e+00
  4    2  even      1061  3.900037e-02  1.312657e-01  6.510000e+00
  0    0  even      2797  6.188376e+00  7.776127e+01  6.188376e+00
  2    1  even       134  1.588390e-01  8.560701e-01  6.792094e+00
  4    2  even        47  7.715623e-02  1.351764e-01  3.679480e+00
  0    0  even      4708  6.238070e+00  7.516103e+01  6.238070e+00
  2    1  even       346  3.109406e-02  5.587838e-01  5.535976e+00
  4    2  even       121  -1.523256e-02  1.772977e-01  6.839563e+00
  6    3  even       705  2.234856e-02  1.938951e-02  5.993787e+00
  7    3  odd         49  3.957456e-04  1.495405e-03  7.206058e+00
  7    3  odd         12  -2.156025e-03  2.220332e-04  3.528165e+00
  0    0  even      2170  6.263019e+00  7.638242e+01  6.263019e+00
  2    1  even       104  1.131721e-01  1.053186e+00  6.966628e+00
  4    2  even        36  6.606377e-02  1.978469e-01  9.612339e+00
  8    4  even       253  1.386439e-02  8.679885e-03  6.148376e+00
  9    4  odd         30  7.542033e-03  1.154853e-03  8.891136e+00
  9    4  odd         10  -1.980664e-02  1.581202e-03  6.330442e+00
  9    4  odd          4  7.340762e-03  1.413082e-04  9.519741e+00
  0    0  even      2453  6.186272e+00  7.538528e+01  6.186272e+00
  2    1  even       195  -3.721016e-02  6.699327e-01  6.621831e+00
  4    2  even        68  2.712115e-02  1.260610e-01  8.051329e+00
  7    3  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
  9    4  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
 10    5  even        93  7.670741e-03  2.145218e-03  6.256329e+00
 11    5  odd         22  2.008624e-03  8.084163e-04  4.439154e+00
 11    5  odd          3  7.138769e-03  1.900463e-03  2.239568e+00
 11    5  odd          2  3.560434e-02  1.267669e-03  4.649058e+00
 11    5  odd          1  6.501819e-02  0.000000e+00  1.285366e+01
 11    5  odd          2  0.000000e+00  0.000000e+00  0.000000e+00
  0    0  even       200  6.706624e+00  8.461151e+01  6.706624e+00
  1    0  odd        200  6.584008e-03  4.293658e-04  6.131313e+00
  2    1  even       200  7.104187e-02  8.853510e-01  6.156248e+00
  3    1  odd        200  8.808190e-03  2.961034e-03  6.793252e+00
  4    2  even       200  2.110901e-02  1.206769e-01  6.337196e+00
  5    2  odd        200  4.324592e-03  1.900269e-03  5.462193e+00
  0    0  even     14174  6.277090e+00  7.948532e+01  6.277090e+00
  2    1  even       840  2.936169e-02  7.087058e-01  5.688896e+00
  4    2  even       163  6.783440e-02  1.288686e-01  6.757652e+00
  0    0  even       150  5.802694e+00  6.321463e+01  5.802694e+00
  6    3  even       171  4.206786e-02  2.450062e-02  6.477468e+00
  7    3  odd         13  -1.490545e-04  1.726545e-04  3.692396e+00
  0    0  even       436  5.733192e+00  7.616481e+01  5.733192e+00
  8    4  even        62  2.780644e-02  4.299936e-03  5.133915e+00
  9    4  odd          5  1.260739e-02  1.326573e-04  5.697273e+00
  0    0  even       321  5.535946e+00  6.874005e+01  5.535946e+00
  2    1  even         6  -6.935628e-02  1.698328e-02  3.298828e+00
  4    2  even         2  -2.080078e-01  4.326725e-02  2.111328e+00
 10    5  even        22  -2.702193e-03  4.746200e-04  4.896573e+00
 11    5  odd          2  2.486715e-02  6.183754e-04  2.743889e+00
 11    5  odd          4  1.313572e-03  2.293392e-04  8.397250e+00
  0    0  even       200  5.625778e+00  7.307138e+01  5.625778e+00
  1    0  odd        200  6.373401e-03  5.162006e-04  5.666189e+00
  2    1  even       200  -3.657227e-02  5.300134e-01  5.885003e+00
  3    1  odd        200  4.314068e-03  2.479531e-03  6.202339e+00
  4    2  even       200  6.984802e-02  1.228695e-01  7.339929e+00
  5    2  odd        200  -6.495288e-04  1.626373e-03  5.946605e+00
  0    0  even      2804  5.762624e+00  6.830885e+01  5.762624e+00
  0    0  even        62  5.128690e+00  5.795846e+01  5.128690e+00
  6    3  even        33  1.441539e-02  1.735161e-02  5.383186e+00
  7    3  odd          3  3.058228e-02  1.205455e-03  5.607789e+00
  7    3  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
