# l  k  parity   N   mean(Y)       var(Y)        mean(Pf)
  1    0  odd       1117  2.987576e-03  9.406658e-04  2.987576e-03
  2    1  even     42422  -1.142597e-01  1.417549e+00  1.752914e+01
  3    1  odd       1233  9.530776e-04  2.109210e-03  1.739276e+01
  4    2  even     17751  -1.228680e-01  4.777492e-01  1.755825e+01
  5    2  odd        824  2.635310e-04  2.248044e-03  1.648134e+01
  7    3  odd        624  -1.331588e-03  2.500482e-03  1.884495e+01
  9    4  odd        476  1.808599e-04  2.448093e-03  1.650813e+01
 10    5  even     26304  -2.791544e-02  1.281474e-02  1.729299e+01
 11    5  odd       4494  -5.981178e-04  2.484251e-03  1.736577e+01
  2    1  even        57  3.132496e-02  9.940550e-01  1.711133e+01
  7    3  odd          8  -8.385124e-03  3.230430e-04  1.845868e+01
 11    5  odd       2275  5.104393e-04  2.447319e-03  1.693704e+01
  0    0  even    699619  1.761787e+01  1.839325e+02  1.761787e+01
  1    0  odd       1118  1.282571e-03  1.024292e-03  1.282571e-03
  2    1  even     43377  -1.150827e-01  1.389380e+00  1.744478e+01
  3    1  odd       1184  3.889461e-03  2.039967e-03  1.751107e+01
  4    2  even     17829  -1.402405e-01  4.951597e-01  1.757878e+01
  5    2  odd        866  -2.832151e-05  2.368429e-03  1.792711e+01
  7    3  odd        634  -7.489927e-04  2.138284e-03  1.623373e+01
  9    4  odd        451  -1.048855e-03  2.735277e-03  1.819960e+01
 11    5  odd        305  -3.028438e-03  1.988773e-03  1.744514e+01
 12    6  even     10647  -1.304081e-02  4.856880e-03  1.765575e+01
 13    6  odd       3307  -2.693261e-04  2.122963e-03  1.746004e+01
  0    0  even     75617  1.763917e+01  1.838727e+02  1.763917e+01
  1    0  odd        152  2.651907e-03  9.008564e-04  2.651907e-03
  2    1  even      4439  -1.108652e-01  1.454838e+00  1.775973e+01
  3    1  odd        103  6.681785e-04  2.540850e-03  1.825436e+01
  4    2  even      2056  -1.474602e-01  4.941253e-01  1.726618e+01
  5    2  odd        101  3.502354e-04  2.131524e-03  1.614873e+01
  7    3  odd         31  -2.458814e-03  4.261916e-03  1.814322e+01
  9    4  odd         71  -6.975866e-03  2.394125e-03  1.663420e+01
 11    5  odd          6  4.050815e-03  2.206161e-03  8.342570e+00
 13    6  odd       1352  2.625916e-05  2.158100e-03  1.730274e+01
  0    0  even    732175  1.765624e+01  1.837419e+02  1.765624e+01
  1    0  odd       1188  1.970983e-03  9.924920e-04  1.970983e-03
  2    1  even     45315  -1.093086e-01  1.376798e+00  1.747897e+01
  3    1  odd       1258  2.460564e-03  2.081960e-03  1.744047e+01
  4    2  even     18899  -1.376865e-01  4.903660e-01  1.751016e+01
  5    2  odd        919  2.324588e-03  2.659080e-03  1.756815e+01
  6    3  even      2655  -9.529928e-02  1.536776e-01  1.733755e+01
  7    3  odd        675  1.535742e-03  2.513271e-03  1.754318e+01
  9    4  odd        477  3.325243e-03  2.672470e-03  1.705971e+01
 11    5  odd        333  -1.968706e-03  2.467207e-03  1.716876e+01
 13    6  odd        231  -8.945970e-04  2.115995e-03  1.764352e+01
 14    7  even      4877  -7.502644e-03  2.363481e-03  1.740473e+01
 15    7  odd       2286  5.772255e-04  1.705206e-03  1.696271e+01
  0    0  even    143790  1.770874e+01  1.828020e+02  1.770874e+01
  1    0  odd        243  2.521988e-03  9.315587e-04  2.521988e-03
  2    1  even      8464  -1.147788e-01  1.413480e+00  1.762486e+01
  3    1  odd        229  -1.044615e-03  2.032246e-03  1.695248e+01
  4    2  even      3733  -1.496690e-01  5.306711e-01  1.720460e+01
  5    2  odd        245  -1.612095e-03  2.402848e-03  1.789902e+01
  6    3  even      1503  -8.476557e-02  1.440254e-01  1.729916e+01
  7    3  odd        145  -2.274087e-03  2.718142e-03  1.670742e+01
  9    4  odd        111  -5.130867e-03  3.018989e-03  1.585474e+01
 11    5  odd         68  -2.841964e-03  2.286332e-03  1.317740e+01
 13    6  odd         43  -7.465407e-03  1.936293e-03  1.778885e+01
 14    7  even       316  -7.431030e-03  1.720214e-03  1.655134e+01
 15    7  odd        833  1.587986e-03  1.684207e-03  1.746494e+01
  0    0  even    811147  1.768177e+01  1.851617e+02  1.768177e+01
  1    0  odd       1318  3.302622e-03  9.814484e-04  3.302622e-03
  2    1  even     50154  -1.154454e-01  1.405468e+00  1.760178e+01
  3    1  odd       1378  1.288061e-03  2.143195e-03  1.736665e+01
  4    2  even     21104  -1.339542e-01  4.951211e-01  1.731847e+01
  5    2  odd       1030  1.967378e-03  2.284275e-03  1.808921e+01
  6    3  even      8124  -9.719793e-02  1.545077e-01  1.733826e+01
  7    3  odd        745  2.600169e-03  2.470955e-03  1.697654e+01
  9    4  odd        542  1.277250e-03  2.782891e-03  1.795364e+01
 11    5  odd        367  3.191928e-03  2.484076e-03  1.641913e+01
 12    6  even       401  -1.578893e-02  4.375618e-03  1.786404e+01
 13    6  odd        242  -2.555182e-03  1.901638e-03  1.714984e+01
 14    7  even       212  -7.991863e-03  1.999074e-03  1.601258e+01
 15    7  odd        149  1.359568e-03  1.718371e-03  1.625690e+01
 16    8  even      2527  -3.364107e-03  1.610282e-03  1.685034e+01
 17    8  odd       1528  1.172664e-03  1.433546e-03  1.701379e+01
  0    0  even    271294  1.762018e+01  1.837790e+02  1.762018e+01
  1    0  odd        441  5.017818e-03  8.230447e-04  5.017818e-03
  2    1  even     16629  -1.150932e-01  1.383553e+00  1.755616e+01
  3    1  odd        460  1.749069e-03  2.021176e-03  1.661998e+01
  4    2  even      7040  -1.364352e-01  4.809671e-01  1.752812e+01
  5    2  odd        324  3.688265e-03  2.759755e-03  1.758778e+01
  6    3  even      2871  -9.740839e-02  1.482254e-01  1.677420e+01
  7    3  odd        253  2.862439e-03  2.667749e-03  1.751855e+01
  8    4  even       734  -5.390635e-02  4.258913e-02  1.742107e+01
  9    4  odd        205  -5.627760e-03  2.702127e-03  1.900096e+01
 11    5  odd        127  -4.732805e-03  2.096866e-03  1.697107e+01
 12    6  even       153  -1.262789e-02  4.720126e-03  1.719376e+01
 13    6  odd         68  3.496493e-03  1.893278e-03  1.710754e+01
 14    7  even        69  -9.908040e-03  1.707292e-03  1.760640e+01
 15    7  odd         52  6.950480e-03  1.277491e-03  1.865131e+01
 16    8  even       704  -4.264398e-03  1.752627e-03  1.791121e+01
 17    8  odd        628  -6.146455e-04  1.529070e-03  1.867503e+01
  0    0  even      7732  1.737697e+01  1.820815e+02  1.737697e+01
  2    1  even       371  -5.815186e-02  1.242412e+00  1.790055e+01
  3    1  odd          1  -2.515405e-02  0.000000e+00  3.317212e+01
  4    2  even       136  -1.529990e-01  4.873833e-01  1.858250e+01
  5    2  odd         39  -2.057603e-03  2.038776e-03  1.781008e+01
  6    3  even        76  -1.165579e-01  1.904509e-01  1.604863e+01
  7    3  odd         20  9.333339e-03  1.971726e-03  1.581026e+01
  8    4  even        29  -9.736160e-02  1.223785e-01  1.259479e+01
  9    4  odd         13  -2.201806e-02  1.887090e-03  1.338957e+01
 12    6  even         4  0.000000e+00  1.767047e-03  1.197754e+01
 16    8  even        33  -7.205848e-03  2.089951e-03  1.659618e+01
 17    8  odd         22  1.159207e-02  5.735925e-04  1.883428e+01
  0    0  even    1022784  1.766055e+01  1.847528e+02  1.766055e+01
  1    0  odd       1646  2.630266e-03  1.060550e-03  2.630266e-03
  2    1  even     63132  -1.221561e-01  1.432477e+00  1.752428e+01
  3    1  odd       1741  3.659973e-03  2.188887e-03  1.761247e+01
  4    2  even     26398  -1.339665e-01  4.928755e-01  1.739198e+01
  5    2  odd       1291  8.380362e-04  2.135000e-03  1.719323e+01
  6    3  even     10285  -8.402111e-02  1.441581e-01  1.743378e+01
  7    3  odd        927  -3.425714e-04  2.371835e-03  1.699146e+01
  8    4  even      3930  -5.284079e-02  4.188216e-02  1.717112e+01
  9    4  odd        671  1.853722e-04  2.415148e-03  1.818133e+01
 10    5  even       992  -2.478138e-02  1.195125e-02  1.714720e+01
 11    5  odd        460  -1.122327e-03  2.455193e-03  1.712652e+01
 12    6  even       653  -7.556395e-03  3.828891e-03  1.690990e+01
 13    6  odd        306  2.030468e-03  1.791832e-03  1.802350e+01
 14    7  even       313  -6.552602e-03  2.573760e-03  1.709873e+01
 15    7  odd        190  1.556332e-03  1.376032e-03  1.725125e+01
 16    8  even       195  -8.841021e-03  1.489524e-03  1.632317e+01
 17    8  odd        121  -2.523726e-03  1.413646e-03  1.717194e+01
 18    9  even      1617  -9.191132e-04  1.456941e-03  1.758094e+01
 19    9  odd       1075  9.359482e-05  1.148101e-03  1.697322e+01
  0    0  even    380826  1.767124e+01  1.850374e+02  1.767124e+01
  1    0  odd        688  5.415802e-04  9.272793e-04  5.415802e-04
  2    1  even     24062  -9.541832e-02  1.416396e+00  1.766823e+01
  3    1  odd        669  -8.725339e-04  2.333413e-03  1.719938e+01
  4    2  even      9845  -1.211665e-01  4.863783e-01  1.786895e+01
  5    2  odd        417  -2.658743e-03  2.058147e-03  1.682129e+01
  6    3  even      3653  -9.289507e-02  1.587834e-01  1.768104e+01
  7    3  odd        334  1.590866e-04  2.369268e-03  1.720510e+01
  8    4  even      1399  -5.885403e-02  4.556717e-02  1.699695e+01
  9    4  odd        232  7.032437e-03  2.457915e-03  1.628933e+01
 10    5  even       525  -3.459508e-02  1.239057e-02  1.682642e+01
 11    5  odd        174  2.543358e-03  2.304042e-03  1.808098e+01
 12    6  even       176  -1.942201e-02  5.982985e-03  1.929567e+01
 13    6  odd         90  2.661117e-03  2.587060e-03  1.669604e+01
 14    7  even       138  -1.507745e-03  1.732762e-03  1.556921e+01
 15    7  odd         53  -3.415380e-03  1.228464e-03  1.840316e+01
 16    8  even        63  4.246303e-03  2.239862e-03  1.871011e+01
 17    8  odd         46  8.243120e-03  1.915936e-03  1.562067e+01
 18    9  even       732  5.684941e-04  1.324962e-03  1.734838e+01
 19    9  odd        399  -1.603473e-03  1.192815e-03  1.822737e+01
  0    0  even       200  1.838666e+01  2.229348e+02  1.838666e+01
  1    0  odd        200  3.532454e-03  8.961104e-04  3.532454e-03
  2    1  even       200  -6.211914e-02  1.104293e+00  1.811144e+01
  3    1  odd        200  4.168745e-03  2.106390e-03  1.709033e+01
  4    2  even       200  -8.636414e-02  3.823202e-01  1.699050e+01
  5    2  odd        200  -4.216013e-03  2.229588e-03  1.855959e+01
  0    0  even    3567604  1.766287e+01  1.847009e+02  1.766287e+01
  1    0  odd       4858  2.925941e-03  1.040573e-03  2.925941e-03
  2    1  even    177358  -1.093015e-01  1.409800e+00  1.758508e+01
  3    1  odd       5284  1.427470e-03  2.092474e-03  1.741454e+01
  4    2  even     73675  -1.315702e-01  4.833738e-01  1.743276e+01
  5    2  odd       3790  1.417061e-03  2.401470e-03  1.724846e+01
  1    0  odd         79  -1.297594e-03  1.176200e-03  -1.297594e-03
  2    1  even     11998  -1.172039e-01  1.383769e+00  1.756157e+01
  4    2  even      4598  -1.519720e-01  5.101650e-01  1.718656e+01
  1    0  odd        441  3.149173e-03  9.469060e-04  3.149173e-03
  2    1  even     15915  -8.786401e-02  1.382607e+00  1.774007e+01
  3    1  odd        119  -1.037021e-03  1.910972e-03  1.791440e+01
  4    2  even      6779  -1.311498e-01  4.737113e-01  1.754413e+01
  5    2  odd        247  4.019821e-03  2.338254e-03  1.721364e+01
  6    3  even     39849  -9.052284e-02  1.460131e-01  1.741649e+01
  7    3  odd       1981  1.556226e-03  2.564759e-03  1.725960e+01
  7    3  odd       1095  -1.849993e-04  2.395730e-03  1.661326e+01
  1    0  odd        297  5.654651e-03  1.135368e-03  5.654651e-03
  2    1  even     11539  -1.157671e-01  1.367765e+00  1.752098e+01
  3    1  odd        313  -3.376851e-04  2.151258e-03  1.791168e+01
  4    2  even      4768  -1.291366e-01  4.983128e-01  1.722798e+01
  5    2  odd        239  -1.083771e-03  2.181683e-03  1.660036e+01
  7    3  odd        163  7.147636e-03  2.654300e-03  1.789574e+01
  8    4  even     16345  -5.110769e-02  4.225583e-02  1.745887e+01
  9    4  odd       1514  8.673125e-04  2.641001e-03  1.773639e+01
  9    4  odd        828  -2.430621e-03  2.340289e-03  1.755917e+01
  0    0  even    121051  1.767941e+01  1.842484e+02  1.767941e+01
  1    0  odd        303  4.275378e-03  9.183702e-04  4.275378e-03
  2    1  even     10399  -1.163138e-01  1.384256e+00  1.735495e+01
  3    1  odd        293  2.884599e-03  2.031160e-03  1.724821e+01
  4    2  even      4456  -1.452119e-01  5.003063e-01  1.739227e+01
  5    2  odd        207  4.272155e-03  2.215506e-03  1.756179e+01
  7    3  odd        164  1.758975e-04  2.373378e-03  1.477361e+01
  9    4  odd         75  -2.099051e-03  2.205092e-03  1.467103e+01
 10    5  even      6520  -2.900092e-02  1.250402e-02  1.744084e+01
 11    5  odd       1130  -1.998312e-04  2.584029e-03  1.654066e+01
  0    0  even       385  1.833525e+01  1.876154e+02  1.833525e+01
  4    2  even        87  -1.561321e-01  4.543198e-01  1.766938e+01
 11    5  odd        595  2.831975e-03  2.507038e-03  1.712704e+01
  0    0  even    175359  1.765974e+01  1.848871e+02  1.765974e+01
  1    0  odd        276  2.177794e-03  8.638246e-04  2.177794e-03
  2    1  even     10767  -1.065837e-01  1.450017e+00  1.777959e+01
  3    1  odd        292  -3.877915e-03  1.879997e-03  1.713107e+01
  4    2  even      4491  -1.405499e-01  4.793023e-01  1.693806e+01
  5    2  odd        216  -1.886161e-03  2.217360e-03  1.584777e+01
  7    3  odd        158  1.452274e-03  2.880897e-03  1.757015e+01
  9    4  odd        111  7.628849e-03  1.813948e-03  1.850286e+01
 11    5  odd         74  -3.241414e-03  2.560956e-03  2.028109e+01
 12    6  even      2628  -1.500935e-02  4.438913e-03  1.714627e+01
 13    6  odd        841  3.819927e-03  2.024162e-03  1.785988e+01
  0    0  even     13158  1.764454e+01  1.846662e+02  1.764454e+01
  2    1  even       986  -9.081907e-02  1.170833e+00  1.711887e+01
  3    1  odd          9  5.943748e-03  8.223926e-04  1.145700e+01
  4    2  even       308  -1.942547e-01  5.377973e-01  1.641845e+01
  5    2  odd         10  -2.184019e-02  1.976745e-03  8.709167e+00
  7    3  odd         24  -2.461498e-03  3.657261e-03  2.115367e+01
 11    5  odd          6  3.107034e-02  3.757007e-03  1.831997e+01
 13    6  odd        294  -5.264945e-04  2.039624e-03  1.572932e+01
  0    0  even    176941  1.767233e+01  1.844593e+02  1.767233e+01
  1    0  odd        294  1.635704e-03  1.091878e-03  1.635704e-03
  2    1  even     10827  -1.053167e-01  1.377489e+00  1.778123e+01
  3    1  odd        294  3.083180e-03  2.061353e-03  1.808986e+01
  4    2  even      4552  -1.227109e-01  4.515144e-01  1.757322e+01
  5    2  odd        224  2.007729e-04  2.574579e-03  1.744527e+01
  6    3  even       458  -1.206602e-01  1.778898e-01  1.659343e+01
  7    3  odd        169  5.657540e-03  2.451273e-03  1.780457e+01
  9    4  odd        109  1.337918e-03  2.396966e-03  1.717372e+01
 11    5  odd         85  -5.456775e-03  2.756667e-03  1.769180e+01
 13    6  odd         54  -1.268976e-02  2.097914e-03  1.364998e+01
 14    7  even      1162  -6.369455e-03  2.452608e-03  1.740979e+01
 15    7  odd        556  2.761947e-03  1.470915e-03  1.747051e+01
  0    0  even     36045  1.766042e+01  1.820497e+02  1.766042e+01
  1    0  odd         71  1.095399e-03  8.477120e-04  1.095399e-03
  2    1  even      2126  -9.083668e-02  1.314695e+00  1.760733e+01
  3    1  odd         60  -2.841024e-03  2.217787e-03  1.706462e+01
  4    2  even       768  -1.113903e-01  5.176390e-01  1.739428e+01
  5    2  odd         56  -1.511865e-04  1.441195e-03  1.704678e+01
  6    3  even       412  -6.434972e-02  1.349424e-01  1.641799e+01
  7    3  odd         31  6.674079e-03  1.810648e-03  1.768106e+01
  9    4  odd         21  -6.786913e-03  1.308526e-03  1.251527e+01
 11    5  odd         21  3.912300e-03  3.305426e-03  1.244733e+01
 13    6  odd         15  -1.885448e-02  1.278868e-03  1.668118e+01
 14    7  even       156  -1.295667e-02  2.641276e-03  1.689444e+01
 15    7  odd        166  -1.106114e-03  1.643687e-03  1.874106e+01
  0    0  even      1477  1.757589e+01  1.767818e+02  1.757589e+01
  2    1  even        40  -2.556244e-01  1.505923e+00  1.695505e+01
  3    1  odd          5  2.806413e-03  7.477981e-04  2.031941e+01
  4    2  even        71  -1.586699e-01  4.383706e-01  1.500540e+01
  6    3  even         2  -8.917236e-02  7.951710e-03  1.031445e+01
 11    5  odd          4  1.127968e-02  4.523366e-03  5.959686e+00
 14    7  even         8  7.431030e-03  4.804158e-03  1.247037e+01
 15    7  odd         11  3.632646e-02  3.092198e-03  1.851543e+01
  0    0  even      1838  1.763070e+01  1.881888e+02  1.763070e+01
  2    1  even       117  -8.155862e-02  1.400270e+00  1.600768e+01
  3    1  odd          2  -1.493114e-02  1.519406e-04  1.625909e+01
  4    2  even        45  -1.222331e-01  8.051932e-01  1.911204e+01
  6    3  even        17  -2.447869e-02  1.916954e-01  2.449816e+01
 11    5  odd          2  -8.750510e-03  2.384475e-04  5.825928e+00
 14    7  even         5  0.000000e+00  0.000000e+00  4.304492e+00
 15    7  odd         10  4.700937e-04  1.337053e-03  1.637799e+01
  0    0  even    202041  1.764090e+01  1.830357e+02  1.764090e+01
  1    0  odd        336  2.123584e-03  1.149551e-03  2.123584e-03
  2    1  even     12449  -1.087493e-01  1.427577e+00  1.773492e+01
  3    1  odd        338  3.459112e-03  1.958722e-03  1.778285e+01
  4    2  even      5187  -1.570016e-01  5.220625e-01  1.721656e+01
  5    2  odd        249  -5.600671e-04  2.309112e-03  1.720645e+01
  6    3  even      2014  -9.560678e-02  1.511080e-01  1.774311e+01
  7    3  odd        186  1.986197e-03  2.325580e-03  1.681091e+01
  9    4  odd        129  4.988283e-03  2.513098e-03  1.651578e+01
 11    5  odd         94  -8.541074e-03  2.710190e-03  1.760269e+01
 12    6  even         5  -1.188965e-02  5.654550e-04  1.577812e+01
 13    6  odd         59  -5.350695e-04  1.576357e-03  1.878716e+01
 14    7  even        63  -1.226710e-02  2.906790e-03  1.577870e+01
 15    7  odd         36  -1.959064e-03  1.839999e-03  1.840749e+01
 16    8  even       652  -5.470697e-03  1.731698e-03  1.749141e+01
 17    8  odd        364  7.621638e-04  1.562947e-03  1.756581e+01
  0    0  even     80210  1.775345e+01  1.851856e+02  1.775345e+01
  1    0  odd        156  6.283796e-03  9.231832e-04  6.283796e-03
  2    1  even      5112  -1.092358e-01  1.469913e+00  1.764515e+01
  3    1  odd        126  1.359804e-03  2.103928e-03  1.786514e+01
  4    2  even      2286  -1.401438e-01  4.996197e-01  1.750098e+01
  5    2  odd        100  -5.432555e-04  1.847066e-03  1.476338e+01
  6    3  even       841  -8.790311e-02  1.528026e-01  1.753006e+01
  7    3  odd         67  3.116049e-03  1.999981e-03  1.862371e+01
  8    4  even       209  -4.480039e-02  3.506371e-02  1.610421e+01
  9    4  odd         54  9.805395e-03  2.306338e-03  1.830070e+01
 11    5  odd         41  4.770191e-04  2.030502e-03  1.704135e+01
 12    6  even        48  -2.477010e-03  3.527958e-03  1.669690e+01
 13    6  odd         17  -6.418393e-04  1.053721e-03  1.775055e+01
 14    7  even        32  -1.300430e-02  1.045733e-03  1.657895e+01
 15    7  odd         18  -3.412546e-03  2.503828e-03  1.663560e+01
 16    8  even       186  -9.588426e-04  1.319616e-03  1.796843e+01
 17    8  odd        199  2.450182e-03  1.207727e-03  1.624371e+01
  0    0  even    245203  1.769748e+01  1.863536e+02  1.769748e+01
  1    0  odd        402  4.106934e-04  9.454281e-04  4.106934e-04
  2    1  even     15238  -1.209405e-01  1.416290e+00  1.742683e+01
  3    1  odd        412  4.888924e-04  2.313799e-03  1.826533e+01
  4    2  even      6321  -1.417142e-01  5.099272e-01  1.728738e+01
  5    2  odd        298  -2.551692e-03  2.379451e-03  1.873148e+01
  6    3  even      2460  -8.676971e-02  1.351937e-01  1.752854e+01
  7    3  odd        219  -2.150830e-03  2.357067e-03  1.617399e+01
  8    4  even       908  -5.856827e-02  3.943625e-02  1.677895e+01
  9    4  odd        158  -6.312406e-03  2.464000e-03  1.709814e+01
 10    5  even       204  -2.375135e-02  1.092658e-02  1.642740e+01
 11    5  odd        111  1.895817e-03  2.642071e-03  1.721402e+01
 12    6  even       146  -1.954463e-02  4.362407e-03  1.772562e+01
 13    6  odd         67  1.085137e-03  2.575398e-03  1.489800e+01
 14    7  even        70  -1.146502e-02  2.758937e-03  1.558525e+01
 15    7  odd         51  -2.059651e-03  2.143584e-03  2.062621e+01
 16    8  even        24  0.000000e+00  1.767047e-03  1.214433e+01
 17    8  odd          8  -2.130655e-02  2.840544e-03  2.087376e+01
 18    9  even       403  -1.696414e-03  1.393659e-03  1.708999e+01
 19    9  odd        267  1.011688e-03  1.296592e-03  1.836305e+01
  0    0  even    111725  1.766041e+01  1.850153e+02  1.766041e+01
  1    0  odd        169  2.299086e-03  1.052985e-03  2.299086e-03
  2    1  even      6883  -9.268223e-02  1.366510e+00  1.749514e+01
  3    1  odd        210  -2.348318e-03  2.216808e-03  1.756384e+01
  4    2  even      2995  -1.406467e-01  4.810236e-01  1.750948e+01
  5    2  odd        142  -6.968211e-03  1.960452e-03  1.743382e+01
  6    3  even      1003  -1.049432e-01  1.448465e-01  1.659465e+01
  7    3  odd         96  -3.860407e-03  2.402104e-03  1.694058e+01
  8    4  even       388  -5.071754e-02  3.635102e-02  1.773905e+01
  9    4  odd         72  4.070076e-03  1.751110e-03  1.395217e+01
 10    5  even       148  -2.972660e-02  1.195316e-02  1.802768e+01
 11    5  odd         53  -4.840959e-03  2.372266e-03  1.674309e+01
 12    6  even        67  8.872872e-04  4.799250e-03  1.765128e+01
 13    6  odd         42  -7.557797e-03  1.596752e-03  1.798309e+01
 14    7  even        40  -7.431030e-03  2.153588e-03  1.467888e+01
 15    7  odd         29  1.149107e-02  1.188152e-03  2.291627e+01
 16    8  even        22  -1.351096e-02  1.905782e-03  1.770306e+01
 17    8  odd         19  2.593535e-03  1.519709e-03  2.038449e+01
 18    9  even       172  1.728147e-04  1.546136e-03  1.814294e+01
 19    9  odd        125  -5.350131e-03  1.356061e-03  1.864582e+01
  0    0  even      3926  1.801448e+01  1.926476e+02  1.801448e+01
  1    0  odd          9  1.777436e-02  5.898374e-04  1.777436e-02
  2    1  even       142  3.723316e-02  1.527004e+00  1.888185e+01
  3    1  odd         13  -1.002876e-02  2.015185e-03  1.759211e+01
  4    2  even        78  -9.564522e-02  3.869521e-01  1.703997e+01
  6    3  even        35  -1.740775e-01  2.743064e-01  1.808931e+01
  7    3  odd          2  1.758446e-02  3.665251e-04  1.400006e+01
 10    5  even         3  -3.963216e-02  5.497479e-03  1.567188e+01
 12    6  even         7  -3.397042e-02  1.875233e-03  1.885603e+01
 16    8  even         3  -3.963216e-02  3.141416e-03  1.761068e+01
 18    9  even        10  0.000000e+00  7.068187e-04  1.541846e+01
 19    9  odd          5  -1.433826e-02  5.595203e-04  8.298975e+00
  0    0  even       200  1.771824e+01  1.690687e+02  1.771824e+01
  1    0  odd        200  4.729321e-03  1.077716e-03  4.729321e-03
  2    1  even       200  -7.533813e-02  1.395535e+00  1.785594e+01
  3    1  odd        200  2.073342e-03  2.069761e-03  1.800063e+01
  4    2  even       200  -1.499622e-01  3.757057e-01  1.612723e+01
  5    2  odd        200  -6.369125e-03  2.425026e-03  1.999987e+01
  0    0  even    700898  1.766277e+01  1.843007e+02  1.766277e+01
  1    0  odd       1052  3.008556e-03  9.427752e-04  3.008556e-03
  2    1  even     44841  -1.089590e-01  1.425479e+00  1.754007e+01
  3    1  odd       1027  2.209020e-03  2.214770e-03  1.728653e+01
  4    2  even     16325  -1.310876e-01  4.986030e-01  1.754641e+01
  5    2  odd        739  3.831429e-03  2.314549e-03  1.714768e+01
  0    0  even     65875  1.765310e+01  1.855580e+02  1.765310e+01
  2    1  even      2654  -1.528766e-01  1.497099e+00  1.751761e+01
  3    1  odd         96  -1.205678e-03  2.360319e-03  1.885314e+01
  4    2  even      3392  -1.306568e-01  4.899146e-01  1.760846e+01
  5    2  odd         31  -1.266242e-02  1.992172e-03  2.302948e+01
