# l  k  parity   N   mean(Y)       var(Y)        mean(Pf)
  0    0  even     65842  1.764431e+01  1.834862e+02  1.764431e+01
  1    0  odd         95  1.992069e-03  8.348479e-04  1.992069e-03
  2    1  even      4153  -1.069678e-01  1.351861e+00  1.715681e+01
  3    1  odd        117  -3.951092e-03  1.614493e-03  1.740411e+01
  4    2  even      1677  -1.502707e-01  4.815338e-01  1.690995e+01
  5    2  odd         82  -7.524901e-04  3.129310e-03  1.651284e+01
  6    3  even     10094  -8.751627e-02  1.494116e-01  1.729770e+01
  7    3  odd        492  -1.357265e-03  2.331738e-03  1.776155e+01
  5    2  odd          4  -3.744918e-02  4.659330e-03  1.888968e+01
  7    3  odd        242  -2.500028e-03  2.607081e-03  1.742399e+01
  5    2  odd          3  -1.556743e-02  6.589315e-04  1.890454e+01
  7    3  odd         15  -1.035052e-02  2.086988e-03  2.094163e+01
  0    0  even     47086  1.763302e+01  1.838543e+02  1.763302e+01
  1    0  odd         70  7.423136e-03  1.505234e-03  7.423136e-03
  2    1  even      2823  -1.147947e-01  1.425884e+00  1.773909e+01
  3    1  odd         66  8.686431e-03  2.358892e-03  1.784573e+01
  4    2  even      1200  -1.403971e-01  4.667965e-01  1.700215e+01
  5    2  odd         69  -1.228890e-02  2.624802e-03  1.658908e+01
  7    3  odd         48  1.139883e-02  2.690963e-03  1.849707e+01
  8    4  even      4140  -5.772233e-02  4.170709e-02  1.698999e+01
  9    4  odd        373  4.540018e-04  2.697613e-03  1.787416e+01
  1    0  odd         14  1.070503e-02  4.121839e-04  1.070503e-02
  7    3  odd          1  -5.109514e-02  0.000000e+00  2.990247e+01
  9    4  odd        220  4.338939e-03  2.331541e-03  1.627017e+01
  0    0  even     41957  1.767556e+01  1.856180e+02  1.767556e+01
  1    0  odd         72  2.520163e-03  9.276806e-04  2.520163e-03
  2    1  even      2614  -9.532972e-02  1.333660e+00  1.743092e+01
  3    1  odd         76  1.657089e-03  2.157165e-03  1.886387e+01
  4    2  even      1053  -1.261229e-01  4.663701e-01  1.704878e+01
  5    2  odd         59  7.373309e-03  2.833552e-03  1.586865e+01
  7    3  odd         42  -1.379688e-02  2.694119e-03  1.612180e+01
  9    4  odd         15  6.580312e-04  2.203452e-03  1.788599e+01
 10    5  even      1621  -2.992839e-02  1.224717e-02  1.687416e+01
 11    5  odd        285  3.826008e-03  2.632369e-03  1.840966e+01
  0    0  even       327  1.738043e+01  1.765208e+02  1.738043e+01
  5    2  odd          6  -1.831226e-02  4.867450e-04  2.772270e+01
  7    3  odd          3  1.084472e-02  1.282620e-03  3.327120e+01
 11    5  odd        151  -2.801723e-03  2.306844e-03  1.771085e+01
  0    0  even     43117  1.770541e+01  1.854901e+02  1.770541e+01
  1    0  odd         68  -1.327194e-03  1.065189e-03  -1.327194e-03
  2    1  even      2604  -1.396696e-01  1.430370e+00  1.770353e+01
  3    1  odd         74  9.898855e-04  1.459843e-03  1.604902e+01
  4    2  even      1090  -1.397062e-01  4.746248e-01  1.714283e+01
  5    2  odd         53  -7.267312e-03  2.512753e-03  1.978393e+01
  7    3  odd         39  -4.941957e-03  3.224160e-03  1.910423e+01
  9    4  odd         28  4.811239e-03  2.577484e-03  1.531641e+01
 11    5  odd         11  -1.195213e-02  1.291258e-03  2.613020e+01
 12    6  even       651  -1.584430e-02  5.263510e-03  1.741147e+01
 13    6  odd        209  1.671559e-03  2.176481e-03  1.595375e+01
  0    0  even      6779  1.771457e+01  1.881757e+02  1.771457e+01
  1    0  odd         15  3.194888e-03  8.227287e-04  3.194888e-03
  2    1  even       424  -1.593334e-01  1.362491e+00  1.723101e+01
  4    2  even       153  -1.352156e-01  4.980497e-01  1.730876e+01
  5    2  odd         10  -1.048520e-02  1.649168e-03  3.973521e+01
  7    3  odd         12  -9.175816e-03  2.688235e-03  1.607084e+01
  9    4  odd          4  5.526259e-02  1.056476e-04  6.405548e+00
 11    5  odd          1  -6.383165e-02  0.000000e+00  4.696411e+00
 13    6  odd         87  -2.126946e-03  2.595922e-03  2.054039e+01
  0    0  even       806  1.715245e+01  1.993214e+02  1.715245e+01
  2    1  even        37  -9.729664e-02  1.623806e+00  1.934269e+01
  3    1  odd          1  -3.411984e-02  0.000000e+00  1.616992e+01
  4    2  even        20  -3.076141e-01  6.475691e-01  1.238445e+01
  7    3  odd          2  -1.129786e-02  5.124502e-04  2.178778e+01
  9    4  odd          1  -5.015883e-02  0.000000e+00  3.275598e+01
 11    5  odd          1  -2.830715e-02  0.000000e+00  1.682385e+01
 13    6  odd          8  -1.162666e-02  2.675559e-03  1.719540e+01
  0    0  even     47726  1.777386e+01  1.852387e+02  1.777386e+01
  1    0  odd         78  3.641594e-03  7.487950e-04  3.641594e-03
  2    1  even      2961  -7.727108e-02  1.232839e+00  1.723467e+01
  3    1  odd         80  4.886394e-03  1.659469e-03  1.466328e+01
  4    2  even      1234  -1.243400e-01  5.233160e-01  1.776922e+01
  5    2  odd         61  1.387713e-02  2.402489e-03  1.560321e+01
  6    3  even       176  -1.200666e-01  1.500812e-01  1.750451e+01
  7    3  odd         43  1.508280e-03  2.641127e-03  1.309106e+01
  9    4  odd         32  -2.939170e-03  1.560540e-03  1.295321e+01
 11    5  odd         22  7.999891e-05  3.309915e-03  1.851002e+01
 12    6  even        31  -5.753056e-03  3.957008e-03  1.891699e+01
 13    6  odd         16  1.472689e-02  1.990814e-03  1.639285e+01
 14    7  even       319  -8.572474e-03  2.430291e-03  1.819343e+01
 15    7  odd        150  2.170434e-03  1.513252e-03  1.835643e+01
  0    0  even      5689  1.743893e+01  1.889470e+02  1.743893e+01
  2    1  even       152  -4.104052e-02  1.185799e+00  1.506048e+01
  3    1  odd          1  -2.829444e-02  0.000000e+00  6.182617e+00
  4    2  even       185  -1.431535e-01  5.199759e-01  1.825052e+01
  5    2  odd          9  1.334177e-02  3.877395e-03  1.580002e+01
  6    3  even        58  -7.022621e-02  1.043122e-01  1.456842e+01
  7    3  odd          6  -2.154352e-02  8.695944e-04  1.251385e+01
 11    5  odd          6  6.755294e-04  4.520464e-04  1.761650e+01
 13    6  odd          1  3.311148e-02  0.000000e+00  1.486206e+00
 14    7  even        11  -5.404386e-03  1.577199e-03  1.444070e+01
 15    7  odd         34  -8.773817e-04  1.762090e-03  1.432528e+01
  0    0  even       241  1.707100e+01  1.624315e+02  1.707100e+01
  4    2  even         9  1.188829e-01  6.358305e-02  2.066450e+01
  5    2  odd          3  -2.445239e-02  4.019374e-03  2.062854e+01
 15    7  odd          3  4.405205e-03  8.075262e-04  2.582035e+01
  0    0  even     49989  1.776436e+01  1.855640e+02  1.776436e+01
  1    0  odd         81  4.545920e-03  8.545398e-04  4.545920e-03
  2    1  even      3090  -8.655125e-02  1.278380e+00  1.717895e+01
  3    1  odd         85  7.952530e-03  2.175979e-03  1.786245e+01
  4    2  even      1289  -1.177851e-01  4.236236e-01  1.717377e+01
  5    2  odd         66  -1.276029e-02  2.289633e-03  1.749174e+01
  6    3  even       495  -9.206013e-02  1.764350e-01  1.713197e+01
  7    3  odd         45  2.494899e-04  2.071865e-03  1.535944e+01
  9    4  odd         30  3.338044e-03  2.481710e-03  1.695860e+01
 11    5  odd         20  -1.118017e-02  1.589947e-03  1.478775e+01
 12    6  even        33  -3.422778e-02  4.290240e-03  1.400287e+01
 13    6  odd         16  -6.536327e-03  2.059138e-03  1.486949e+01
 14    7  even        14  2.547782e-02  2.380104e-03  1.814662e+01
 15    7  odd          8  1.410413e-02  1.519600e-03  1.743320e+01
 16    8  even       161  -5.723278e-03  1.619049e-03  1.636798e+01
 17    8  odd         92  4.940711e-04  2.437728e-03  1.604392e+01
  0    0  even     29680  1.746383e+01  1.825808e+02  1.746383e+01
  1    0  odd         43  -2.580659e-04  9.895485e-04  -2.580659e-04
  2    1  even      1677  -1.066651e-01  1.310681e+00  1.736434e+01
  3    1  odd         52  6.907981e-03  2.114431e-03  1.974711e+01
  4    2  even       671  -1.176147e-01  5.193062e-01  1.817699e+01
  5    2  odd         38  6.455342e-03  2.439751e-03  1.852204e+01
  6    3  even       344  -9.747155e-02  1.602630e-01  1.717508e+01
  7    3  odd         23  -7.220120e-03  2.517197e-03  1.924831e+01
  8    4  even        18  -1.089817e-01  2.993585e-02  1.652018e+01
  9    4  odd         19  -1.971222e-02  1.863883e-03  2.057222e+01
 11    5  odd         11  1.215633e-02  3.312296e-03  1.735348e+01
 12    6  even        18  0.000000e+00  5.104802e-03  2.164616e+01
 13    6  odd          8  9.681724e-03  7.049818e-04  2.080688e+01
 14    7  even        12  1.981608e-02  1.374370e-03  1.133488e+01
 15    7  odd          6  -7.451433e-03  2.609621e-04  1.315788e+01
 16    8  even        44  -6.755482e-04  1.866991e-03  1.919808e+01
 17    8  odd         86  -1.661997e-04  1.774097e-03  1.919694e+01
 16    8  even         3  -1.981608e-02  7.853541e-04  1.595312e+01
  0    0  even       200  1.727530e+01  1.880655e+02  1.727530e+01
  1    0  odd        200  5.920595e-04  8.639735e-04  5.920595e-04
  2    1  even       200  9.812012e-03  1.298415e+00  1.913868e+01
  3    1  odd        200  7.396846e-04  1.802933e-03  1.726957e+01
  4    2  even       200  -1.429871e-01  4.234823e-01  1.699005e+01
  5    2  odd        200  1.231511e-03  2.269150e-03  1.791993e+01
  0    0  even    123318  1.773251e+01  1.867137e+02  1.773251e+01
  2    1  even      7058  -1.136235e-01  1.478807e+00  1.766574e+01
  4    2  even      2731  -1.285805e-01  5.025099e-01  1.755803e+01
  0    0  even       759  1.766368e+01  1.805172e+02  1.766368e+01
  2    1  even       551  -2.236052e-01  1.809796e+00  1.776381e+01
  4    2  even       276  -1.148093e-01  7.126486e-01  1.861721e+01
  0    0  even       271  1.613614e+01  1.464635e+02  1.613614e+01
  2    1  even        83  -5.522196e-01  2.069478e+00  1.602129e+01
  4    2  even        67  -2.067680e-01  6.092005e-01  1.662411e+01
  0    0  even     10723  1.769038e+01  1.788707e+02  1.769038e+01
  1    0  odd          6  -1.581804e-02  3.633960e-04  -1.581804e-02
  2    1  even       704  -1.534263e-01  1.455088e+00  1.720037e+01
  3    1  odd         11  5.903363e-03  1.749595e-03  2.135273e+01
  4    2  even       289  -1.045881e-01  5.229599e-01  1.792697e+01
  6    3  even      1666  -8.962042e-02  1.503316e-01  1.703830e+01
  7    3  odd         78  -7.539175e-05  2.184100e-03  1.768966e+01
  7    3  odd         37  8.335154e-03  2.914680e-03  1.755009e+01
  7    3  odd          6  4.681794e-02  2.170243e-03  1.595194e+01
  7    3  odd          2  -1.737390e-02  1.665039e-04  2.015295e+01
  0    0  even      7138  1.748079e+01  1.841895e+02  1.748079e+01
  1    0  odd         11  9.173437e-03  6.517708e-04  9.173437e-03
  2    1  even       456  2.647172e-02  1.310905e+00  1.793913e+01
  3    1  odd         11  -5.701900e-03  2.641482e-03  2.523308e+01
  4    2  even       196  -1.148078e-01  4.853753e-01  1.768435e+01
  7    3  odd          8  -2.723823e-02  1.324793e-03  1.364337e+01
  8    4  even       670  -5.142203e-02  4.330826e-02  1.744584e+01
  9    4  odd         61  4.769565e-03  2.118278e-03  2.017342e+01
  3    1  odd          1  2.955912e-02  0.000000e+00  4.636963e+00
  9    4  odd         24  2.657940e-03  3.703836e-03  2.128247e+01
  9    4  odd          9  9.617192e-03  9.005376e-04  1.464408e+01
  0    0  even      6701  1.755580e+01  1.843442e+02  1.755580e+01
  1    0  odd          9  -6.080813e-03  1.531064e-03  -6.080813e-03
  2    1  even       401  -1.483166e-01  1.531901e+00  1.734068e+01
  3    1  odd         12  -6.549009e-03  1.992974e-03  1.740843e+01
  4    2  even       171  -2.066643e-01  5.444513e-01  1.626143e+01
  7    3  odd          5  2.867480e-02  2.543654e-04  2.092578e+01
  9    4  odd          1  4.655096e-02  0.000000e+00  5.707031e+00
 10    5  even       266  -3.196223e-02  1.284412e-02  1.663094e+01
 11    5  odd         45  5.991457e-03  2.440743e-03  1.939598e+01
  1    0  odd          4  4.396677e-03  4.221214e-04  4.396677e-03
  2    1  even         4  -6.392822e-01  4.394473e+00  2.516016e+01
  3    1  odd          1  -1.544905e-02  0.000000e+00  3.804688e+00
  4    2  even         5  -2.555542e-01  2.479401e-01  1.743828e+01
 11    5  odd         23  -2.643292e-02  1.407774e-03  1.246991e+01
  0    0  even      6864  1.760842e+01  1.874695e+02  1.760842e+01
  1    0  odd          9  1.163169e-02  1.047537e-03  1.163169e-02
  2    1  even       443  -8.615588e-02  1.653276e+00  1.841599e+01
  3    1  odd         10  1.172262e-02  1.075151e-03  2.345233e+01
  4    2  even       182  -9.258564e-02  4.383309e-01  1.807792e+01
  7    3  odd          5  2.301925e-02  5.289796e-03  2.205530e+01
  9    4  odd          5  -2.860325e-02  1.434764e-03  1.395845e+01
 11    5  odd          1  5.335936e-02  0.000000e+00  5.112549e+00
 12    6  even       108  -1.321072e-02  3.752247e-03  1.838668e+01
 13    6  odd         33  -1.012497e-03  1.044796e-03  1.299935e+01
  1    0  odd          1  -9.485245e-03  0.000000e+00  -9.485245e-03
  7    3  odd          3  2.411805e-02  8.985289e-04  2.651392e+01
  0    0  even       200  1.742828e+01  1.459045e+02  1.742828e+01
  1    0  odd        200  3.171347e-03  9.627933e-04  3.171347e-03
  2    1  even       200  -1.200897e-01  1.209139e+00  1.701633e+01
  3    1  odd        200  2.022529e-03  1.836174e-03  1.819726e+01
  4    2  even       200  -1.342145e-01  4.449105e-01  1.577882e+01
  5    2  odd        200  9.204021e-04  2.459475e-03  1.639300e+01
  0    0  even     24342  1.761132e+01  1.830230e+02  1.761132e+01
  2    1  even      1380  -9.787208e-02  1.430586e+00  1.815677e+01
  4    2  even       478  -1.375490e-01  5.033223e-01  1.691196e+01
  0    0  even      5839  1.799373e+01  1.910944e+02  1.799373e+01
  2    1  even       303  -2.332792e-01  1.737275e+00  1.795857e+01
  4    2  even       106  -1.284249e-01  3.711366e-01  1.782382e+01
  0    0  even       264  1.767358e+01  1.585475e+02  1.767358e+01
  2    1  even        45  -9.254286e-02  1.481566e+00  1.795487e+01
  0    0  even      2525  1.797065e+01  1.893621e+02  1.797065e+01
  2    1  even       161  -9.896263e-02  1.522823e+00  1.648827e+01
  4    2  even        55  -6.484375e-02  5.623293e-01  1.992735e+01
  6    3  even       392  -9.463158e-02  1.567288e-01  1.731004e+01
  7    3  odd         21  6.018005e-03  2.902115e-03  1.695407e+01
  4    2  even         3  1.585693e-01  9.977062e-02  3.769792e+01
  7    3  odd         12  1.709860e-03  2.516746e-03  1.485215e+01
  0    0  even      2184  1.742150e+01  1.744443e+02  1.742150e+01
  2    1  even       138  -9.993666e-02  1.829786e+00  1.919058e+01
  4    2  even        56  -1.295231e-01  4.058186e-01  1.579582e+01
  7    3  odd          2  -3.185724e-02  7.080970e-04  2.309564e+01
  8    4  even       171  -4.711022e-02  4.076781e-02  1.843034e+01
  9    4  odd         16  -6.604813e-03  2.064165e-03  1.540081e+01
  9    4  odd          5  -3.030985e-02  5.185582e-03  2.364851e+01
  9    4  odd          4  9.991597e-03  4.673873e-04  3.025172e+01
  0    0  even      1492  1.809827e+01  1.948111e+02  1.809827e+01
  2    1  even       116  -1.555460e-01  2.285923e+00  1.895806e+01
  4    2  even        35  -9.341518e-02  2.466417e-01  1.635485e+01
  7    3  odd          1  -8.175969e-04  0.000000e+00  1.129517e+00
 10    5  even        65  -2.972600e-02  7.014821e-03  1.277221e+01
 11    5  odd         12  7.971855e-03  2.133764e-03  2.156485e+01
  2    1  even        20  -2.942566e-01  1.190564e+00  1.979673e+01
 11    5  odd          4  4.491342e-03  2.180556e-03  3.881970e+01
