# l  k  parity   N   mean(Y)       var(Y)        mean(Pf)
  1    0  odd         50  -3.727459e-03  1.842016e-04  -3.727459e-03
  2    1  even       945  4.346853e-02  2.581635e-01  5.524711e+00
  3    1  odd         57  1.766781e-03  2.252278e-03  5.922922e+00
  4    2  even       210  2.038516e-02  3.132694e-02  6.261297e+00
  5    2  odd         50  3.517035e-03  1.662954e-03  5.482317e+00
  7    3  odd       1965  -3.110604e-04  1.067133e-03  5.459527e+00
  0    0  even    101691  5.650039e+00  5.988109e+01  5.650039e+00
  1    0  odd        148  5.899988e-04  2.942086e-04  5.899988e-04
  2    1  even      4691  2.982138e-02  2.516383e-01  5.513419e+00
  3    1  odd        321  6.281264e-04  2.681293e-03  6.306514e+00
  4    2  even      1273  4.240299e-02  4.008834e-02  5.637409e+00
  5    2  odd        197  8.499636e-04  2.056825e-03  5.866666e+00
  8    4  even      5234  1.553789e-02  2.390589e-03  5.768984e+00
  9    4  odd       1454  6.831729e-04  1.024125e-03  5.735120e+00
  0    0  even     52066  5.589060e+00  5.831820e+01  5.589060e+00
  1    0  odd         84  6.383519e-04  3.341652e-04  6.383519e-04
  2    1  even      2379  3.466022e-02  2.302467e-01  5.606355e+00
  3    1  odd        184  -3.678745e-03  2.724183e-03  4.972652e+00
  4    2  even       686  3.085087e-02  3.222803e-02  5.744879e+00
  5    2  odd        114  6.906268e-03  1.566837e-03  5.310710e+00
  7    3  odd         28  -5.392365e-03  3.003524e-03  7.825936e+00
  8    4  even      1170  1.529395e-02  2.397031e-03  5.767821e+00
  9    4  odd       1510  6.577431e-04  9.502955e-04  5.529592e+00
  0    0  even     98776  5.585812e+00  5.914825e+01  5.585812e+00
  1    0  odd        161  5.152724e-04  3.094457e-04  5.152724e-04
  2    1  even      4464  3.966120e-02  2.356626e-01  5.676673e+00
  3    1  odd        329  4.418177e-04  2.102590e-03  5.409790e+00
  4    2  even      1206  4.072067e-02  3.998912e-02  5.593342e+00
  5    2  odd        188  -1.846823e-03  2.209996e-03  6.788167e+00
  6    3  even       301  2.705865e-02  7.357885e-03  5.896095e+00
  7    3  odd        132  -1.346820e-03  1.007617e-03  5.238651e+00
  8    4  even       159  1.869442e-02  2.228851e-03  6.780885e+00
  9    4  odd         17  2.899934e-03  4.152830e-04  4.423649e+00
 10    5  even      2161  7.840236e-03  1.271379e-03  5.694793e+00
 11    5  odd        981  1.483496e-04  1.035304e-03  5.911070e+00
  0    0  even     86819  5.661952e+00  6.032903e+01  5.661952e+00
  1    0  odd        142  2.468708e-03  3.689171e-04  2.468708e-03
  2    1  even      3861  4.997662e-02  2.553861e-01  5.657926e+00
  3    1  odd        255  1.038472e-03  2.577216e-03  5.474833e+00
  4    2  even      1132  3.461168e-02  3.597388e-02  5.660788e+00
  5    2  odd        191  -3.420709e-03  2.343990e-03  4.520868e+00
  6    3  even       343  2.183813e-02  7.209915e-03  5.342763e+00
  7    3  odd         88  -1.670384e-04  1.325398e-03  6.766966e+00
  8    4  even       133  1.519729e-02  2.054246e-03  5.684380e+00
  9    4  odd         57  -3.078002e-03  8.807990e-04  7.780419e+00
 10    5  even      1294  7.166867e-03  1.133950e-03  5.722832e+00
 11    5  odd       1224  -5.088246e-04  8.014832e-04  5.314984e+00
  0    0  even    111251  5.668301e+00  5.955762e+01  5.668301e+00
  1    0  odd        194  -8.257853e-04  2.183296e-04  -8.257853e-04
  2    1  even      5117  3.788722e-02  2.493767e-01  5.497397e+00
  3    1  odd        361  -2.405766e-03  2.709343e-03  5.923252e+00
  4    2  even      1370  4.070519e-02  4.214539e-02  5.470106e+00
  5    2  odd        245  -8.309911e-04  2.185127e-03  5.931964e+00
  6    3  even       433  2.526235e-02  5.385448e-03  5.093279e+00
  7    3  odd        128  7.658467e-04  9.122704e-04  4.181812e+00
  8    4  even       165  1.008819e-02  1.868753e-03  5.783732e+00
  9    4  odd         77  1.520822e-03  1.261629e-03  6.057544e+00
 10    5  even        18  -9.908040e-03  1.276200e-03  6.707601e+00
 12    6  even      1143  2.496514e-03  9.955577e-04  5.961854e+00
 13    6  odd        697  -2.823142e-03  8.153695e-04  5.904908e+00
  0    0  even    118016  5.608837e+00  5.922153e+01  5.608837e+00
  1    0  odd        160  4.867220e-04  2.733285e-04  4.867220e-04
  2    1  even      5401  3.822745e-02  2.151119e-01  5.476511e+00
  3    1  odd        400  -2.394254e-03  2.517520e-03  5.143462e+00
  4    2  even      1566  4.897413e-02  4.211017e-02  5.868585e+00
  5    2  odd        256  3.035758e-03  2.152419e-03  6.551382e+00
  6    3  even       406  3.104314e-02  7.532790e-03  5.404677e+00
  7    3  odd        117  -1.473662e-03  9.705022e-04  5.374223e+00
  8    4  even       170  1.328843e-02  2.068606e-03  6.112645e+00
  9    4  odd         96  -3.502377e-03  1.086664e-03  5.711985e+00
 10    5  even        97  6.128685e-04  1.201945e-03  6.993602e+00
 12    6  even      1136  3.977171e-03  8.677055e-04  5.649957e+00
 13    6  odd        761  5.079666e-04  8.682103e-04  5.605399e+00
  3    1  odd          5  6.739467e-03  3.127832e-03  5.956714e+00
  4    2  even        58  4.099879e-02  3.830043e-02  5.749954e+00
  5    2  odd         19  1.138396e-03  1.837806e-03  6.523662e+00
  9    4  odd          5  7.631050e-03  1.570564e-03  9.083691e+00
 13    6  odd         27  1.833275e-03  1.196477e-03  7.792123e+00
  0    0  even    154499  5.639070e+00  5.973305e+01  5.639070e+00
  1    0  odd        235  2.218002e-03  3.103264e-04  2.218002e-03
  2    1  even      6710  3.330529e-02  2.475414e-01  5.630023e+00
  3    1  odd        498  -4.255192e-03  2.637984e-03  5.778775e+00
  4    2  even      1988  4.802742e-02  4.184520e-02  5.747720e+00
  5    2  odd        308  -1.147311e-03  1.836605e-03  6.033804e+00
  6    3  even       616  1.766135e-02  6.842863e-03  5.275394e+00
  7    3  odd        161  -2.545873e-03  1.017040e-03  4.461941e+00
  8    4  even       233  9.950564e-03  2.191322e-03  5.026636e+00
  9    4  odd        114  1.147315e-03  9.092864e-04  5.175126e+00
 10    5  even       125  6.658203e-03  1.086578e-03  5.428546e+00
 11    5  odd         44  -2.539073e-03  1.428753e-03  6.062370e+00
 12    6  even         3  0.000000e+00  0.000000e+00  4.338542e+00
 13    6  odd         58  3.302699e-03  5.154915e-04  5.163797e+00
 14    7  even       751  1.978239e-03  1.489965e-05  5.574630e+00
 15    7  odd        508  -1.019880e-04  2.650965e-05  5.278905e+00
  0    0  even       200  5.767546e+00  5.956022e+01  5.767546e+00
  1    0  odd        200  2.416041e-03  3.382591e-04  2.416041e-03
  2    1  even       200  1.123560e-01  5.156861e-01  6.579458e+00
  3    1  odd        200  4.208511e-03  2.560475e-03  5.517094e+00
  4    2  even       200  6.033936e-02  3.720120e-02  5.701680e+00
  5    2  odd        200  2.543054e-04  1.709962e-03  5.888348e+00
  0    0  even    972212  5.634310e+00  5.963279e+01  5.634310e+00
  1    0  odd       1439  1.268357e-03  2.883991e-04  1.268357e-03
  2    1  even     63781  3.940261e-02  2.561162e-01  5.685708e+00
  3    1  odd       2988  6.409869e-04  2.518357e-03  5.654666e+00
  4    2  even     14693  4.491267e-02  3.908972e-02  5.719184e+00
  5    2  odd       1643  -1.391599e-03  1.832051e-03  5.851437e+00
  5    2  odd         51  -2.240310e-03  2.558751e-03  6.754952e+00
  6    3  even      4086  3.078720e-02  8.062039e-03  5.805839e+00
  7    3  odd        624  2.222152e-03  1.165687e-03  5.123028e+00
  0    0  even      2744  5.703361e+00  6.010287e+01  5.703361e+00
  5    2  odd         21  -6.753444e-03  1.719485e-03  2.417562e+00
  7    3  odd        454  -1.264314e-04  1.182241e-03  5.736755e+00
  0    0  even     26572  5.669896e+00  6.098711e+01  5.669896e+00
  3    1  odd         70  -7.099271e-03  2.216372e-03  4.140145e+00
  5    2  odd         52  -4.259447e-03  2.133239e-03  5.174284e+00
  6    3  even        32  2.786636e-02  4.855927e-03  5.371033e+00
  7    3  odd         34  -2.502720e-03  1.137554e-03  4.733129e+00
  8    4  even      1356  1.530047e-02  2.202752e-03  5.410817e+00
  9    4  odd        366  -2.426619e-04  8.458025e-04  5.357651e+00
  0    0  even     10280  5.790905e+00  6.201086e+01  5.790905e+00
  3    1  odd         29  4.208968e-03  3.318088e-03  8.425251e+00
  5    2  odd         24  1.660588e-03  1.544047e-03  4.213394e+00
  6    3  even        35  2.208078e-02  9.104979e-03  6.888142e+00
  7    3  odd         10  1.742780e-02  9.213191e-04  4.036536e+00
  8    4  even       182  1.502538e-02  2.376263e-03  5.714259e+00
  9    4  odd        308  -1.597027e-03  8.504031e-04  5.511315e+00
  0    0  even     24464  5.652751e+00  6.010644e+01  5.652751e+00
  3    1  odd         83  1.402659e-03  2.493238e-03  5.392600e+00
  5    2  odd         45  -2.928284e-03  8.213404e-04  3.679186e+00
  6    3  even       102  2.331304e-02  6.316801e-03  5.590805e+00
  7    3  odd         27  -5.813475e-03  1.850216e-03  4.504856e+00
  8    4  even        44  1.351096e-02  2.869626e-03  6.623136e+00
  9    4  odd         17  -3.457965e-04  4.711149e-04  5.983291e+00
 10    5  even       521  9.470641e-03  1.490813e-03  6.651839e+00
 11    5  odd        228  -6.355323e-05  6.392896e-04  5.199896e+00
  0    0  even     19467  5.589703e+00  5.843679e+01  5.589703e+00
  1    0  odd         20  -2.499068e-03  3.613655e-04  -2.499068e-03
  3    1  odd         63  1.133834e-02  2.108366e-03  7.018667e+00
  5    2  odd         26  2.402741e-03  8.749260e-04  5.816782e+00
  6    3  even        69  2.584883e-02  9.269327e-03  6.322280e+00
  7    3  odd         30  -1.242937e-02  8.314062e-04  4.585441e+00
  8    4  even        36  1.155938e-02  1.927935e-03  6.717014e+00
  9    4  odd          9  -8.976087e-03  5.731136e-04  5.991062e+00
 10    5  even       412  7.358884e-03  1.103863e-03  5.201340e+00
 11    5  odd        204  -3.321149e-04  1.030490e-03  5.429023e+00
  0    0  even      1042  5.271607e+00  5.927810e+01  5.271607e+00
  1    0  odd          5  4.310322e-03  8.471398e-04  4.310322e-03
  6    3  even        10  -5.944824e-03  6.679437e-03  7.289111e+00
 11    5  odd         59  -4.427577e-03  7.432195e-04  6.034500e+00
  0    0  even     29332  5.603639e+00  5.866916e+01  5.603639e+00
  1    0  odd         51  2.577520e-03  2.833518e-04  2.577520e-03
  3    1  odd         95  -6.361936e-03  1.926755e-03  4.391661e+00
  5    2  odd         53  3.392628e-04  1.297180e-03  5.142834e+00
  6    3  even       121  2.948048e-02  9.062611e-03  5.403102e+00
  7    3  odd         32  -4.571050e-04  1.039875e-03  6.282936e+00
  8    4  even        44  2.567083e-02  1.830938e-03  5.065213e+00
  9    4  odd         19  -8.270284e-03  9.495889e-04  5.347213e+00
 11    5  odd         12  -8.599312e-03  6.922607e-04  6.316376e+00
 12    6  even       298  2.593380e-03  9.776024e-04  5.535167e+00
 13    6  odd        166  5.178029e-04  9.200285e-04  5.625379e+00
  0    0  even     31170  5.672840e+00  6.010609e+01  5.672840e+00
  1    0  odd         48  4.650964e-03  2.829459e-04  4.650964e-03
  3    1  odd         92  -5.923020e-03  2.578977e-03  6.362900e+00
  5    2  odd         53  5.260594e-03  1.474530e-03  6.144481e+00
  6    3  even       137  1.996251e-02  6.412782e-03  5.406012e+00
  7    3  odd         33  9.919283e-04  1.167373e-03  4.006451e+00
  8    4  even        45  1.585286e-02  2.261820e-03  7.219347e+00
  9    4  odd         23  4.198341e-03  2.209005e-03  9.369560e+00
 11    5  odd         14  -1.487853e-02  9.200325e-04  9.418300e+00
 12    6  even       268  5.101901e-03  9.366155e-04  5.437839e+00
 13    6  odd        222  1.377007e-03  9.603923e-04  5.653474e+00
  0    0  even       865  5.303028e+00  5.162081e+01  5.303028e+00
  1    0  odd          1  -2.014470e-02  0.000000e+00  -2.014470e-02
  3    1  odd          4  -2.126153e-02  3.552953e-03  4.622101e+00
  7    3  odd          1  7.964864e-03  0.000000e+00  1.735889e+01
  8    4  even         2  0.000000e+00  0.000000e+00  5.527344e+00
  9    4  odd         20  2.653628e-03  9.555322e-04  4.327832e+00
 11    5  odd          3  1.720707e-02  3.308097e-04  1.246431e+01
 13    6  odd          6  1.072691e-02  5.287537e-04  1.852804e+00
  0    0  even       200  5.628029e+00  5.684089e+01  5.628029e+00
  1    0  odd        200  2.880792e-03  2.559856e-04  2.880792e-03
  2    1  even       200  9.868652e-02  5.141601e-01  6.716104e+00
  3    1  odd        200  1.138546e-03  2.195768e-03  4.962739e+00
  4    2  even       200  3.686035e-02  2.041278e-02  4.599431e+00
  5    2  odd        200  -3.129353e-04  1.478205e-03  5.287327e+00
  0    0  even    232275  5.653126e+00  5.988763e+01  5.653126e+00
  1    0  odd        149  1.169830e-03  2.565202e-04  1.169830e-03
  2    1  even     15435  4.475910e-02  2.437985e-01  5.675066e+00
  3    1  odd        523  3.076928e-03  2.287061e-03  5.910042e+00
  4    2  even      3440  4.263618e-02  3.591321e-02  5.723245e+00
  5    2  odd        220  7.771499e-05  2.166036e-03  5.774856e+00
  0    0  even      1111  5.675923e+00  6.116713e+01  5.675923e+00
  5    2  odd         38  -9.967608e-03  1.236649e-03  6.290563e+00
  0    0  even      8381  5.719057e+00  6.051558e+01  5.719057e+00
  1    0  odd          6  2.696713e-04  1.517513e-04  2.696713e-04
  3    1  odd         21  9.322755e-03  9.324581e-04  2.850685e+00
  5    2  odd         11  -5.224953e-03  2.021449e-03  5.269276e+00
  6    3  even       964  2.651864e-02  8.433668e-03  5.860984e+00
  7    3  odd        155  3.015612e-03  1.257465e-03  5.130959e+00
  0    0  even      2028  5.768424e+00  6.217936e+01  5.768424e+00
  1    0  odd          2  -1.795483e-02  3.223758e-04  -1.795483e-02
  5    2  odd          5  -1.764064e-02  1.130330e-03  1.148540e+01
  6    3  even        60  2.080892e-02  6.930893e-03  4.238737e+00
  7    3  odd        125  -1.077587e-03  1.232250e-03  7.108107e+00
  0    0  even      6818  5.547577e+00  5.914010e+01  5.547577e+00
  1    0  odd         11  -1.285954e-02  5.923719e-04  -1.285954e-02
  3    1  odd         21  1.466598e-02  4.118473e-03  5.013468e+00
  5    2  odd         12  1.412458e-02  3.080641e-03  7.317088e+00
  6    3  even        23  1.292353e-02  1.215889e-03  2.936343e+00
  7    3  odd          7  -4.448231e-03  3.441547e-03  4.823800e+00
  8    4  even       345  1.619749e-02  2.093704e-03  6.230778e+00
  9    4  odd         95  2.485966e-03  1.037888e-03  6.227673e+00
  0    0  even      2650  5.607896e+00  6.080439e+01  5.607896e+00
  1    0  odd         16  -8.969149e-05  1.731845e-04  -8.969149e-05
  3    1  odd         18  -1.170647e-02  3.687372e-03  5.700426e+00
  5    2  odd         10  1.256953e-03  2.928685e-03  3.323157e+00
  6    3  even         2  2.972412e-02  8.835234e-04  8.234375e+00
  7    3  odd          9  -4.367298e-03  3.316276e-04  7.008287e+00
  8    4  even        30  -3.963216e-03  6.911116e-04  3.533480e+00
  9    4  odd         92  -8.565282e-04  6.359168e-04  6.162586e+00
  0    0  even      5301  5.618954e+00  5.817718e+01  5.618954e+00
  1    0  odd          5  -6.358957e-03  4.176107e-04  -6.358957e-03
  3    1  odd         22  1.295603e-02  3.175872e-03  6.036699e+00
  5    2  odd         14  1.485337e-02  2.856044e-03  3.613604e+00
  6    3  even        20  0.000000e+00  6.361368e-03  6.061719e+00
  7    3  odd          3  1.130928e-02  2.557997e-04  5.508870e+00
 10    5  even       124  1.006785e-02  1.352177e-03  5.895692e+00
 11    5  odd         57  -1.111603e-02  7.083021e-04  4.231255e+00
  0    0  even      4910  5.531627e+00  5.964553e+01  5.531627e+00
  1    0  odd          9  5.569461e-03  2.103903e-04  5.569461e-03
  3    1  odd         21  2.131137e-03  2.896281e-03  6.737467e+00
  5    2  odd         14  -7.984592e-03  2.435472e-03  7.677316e+00
  6    3  even        20  8.917236e-03  5.044918e-03  2.889233e+00
  7    3  odd          5  -6.685453e-03  5.056945e-04  2.128247e+00
  8    4  even         8  2.229309e-02  8.283032e-04  3.879150e+00
 10    5  even        98  9.705835e-03  1.204035e-03  5.061499e+00
 11    5  odd         57  1.679324e-04  9.004290e-04  6.375563e+00
  0    0  even       282  5.446017e+00  6.213885e+01  5.446017e+00
  3    1  odd          3  1.637292e-03  1.731119e-03  4.894572e+00
  5    2  odd          3  3.979422e-03  3.167160e-05  1.585286e+00
 11    5  odd         10  2.499776e-03  1.953464e-04  5.302783e+00
  0    0  even      7092  5.683256e+00  5.898695e+01  5.683256e+00
  1    0  odd         11  5.415927e-03  5.531520e-04  5.415927e-03
  3    1  odd         22  -9.107073e-04  2.290670e-03  4.072205e+00
  5    2  odd         13  1.498930e-02  1.275078e-03  6.553025e+00
  6    3  even        26  -6.859413e-03  2.535555e-03  2.929368e+00
  7    3  odd          7  2.426064e-02  8.561742e-04  4.186855e+00
  8    4  even         8  2.972412e-02  8.835234e-04  4.562500e+00
 10    5  even         1  0.000000e+00  0.000000e+00  0.000000e+00
 12    6  even        74  4.016773e-03  9.867840e-04  6.311495e+00
 13    6  odd         41  4.271189e-03  8.311738e-04  6.775650e+00
  0    0  even      7470  5.514563e+00  5.840898e+01  5.514563e+00
  1    0  odd         17  2.067068e-03  1.129744e-04  2.067068e-03
  3    1  odd         23  1.049843e-02  2.286528e-03  4.254426e+00
  5    2  odd         13  -1.334367e-02  2.519272e-03  4.906766e+00
  6    3  even        24  1.733907e-02  8.387336e-03  3.847290e+00
  7    3  odd          9  -7.701213e-03  6.949167e-04  8.917236e-01
  8    4  even         9  3.963216e-02  5.497479e-03  6.723958e+00
 10    5  even         5  0.000000e+00  0.000000e+00  3.221875e+00
 11    5  odd          3  -9.738103e-03  1.896613e-04  3.447998e+00
 12    6  even        68  3.496955e-03  9.232666e-04  5.749162e+00
 13    6  odd         51  2.132722e-03  5.628396e-04  5.386477e+00
  5    2  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
  8    4  even         8  -2.229309e-02  2.595350e-03  8.338379e+00
  0    0  even       200  6.012009e+00  5.936243e+01  6.012009e+00
  1    0  odd        200  5.118648e-04  2.769461e-04  5.118648e-04
  2    1  even       200  3.655396e-02  2.112277e-01  5.440798e+00
  3    1  odd        200  8.376602e-05  3.160963e-03  5.666904e+00
  4    2  even       200  4.428711e-02  4.407102e-02  6.189448e+00
  5    2  odd        200  2.784449e-03  1.838364e-03  5.697222e+00
  0    0  even     36914  5.633393e+00  5.890521e+01  5.633393e+00
  2    1  even      1366  3.116073e-02  2.647259e-01  5.905144e+00
  4    2  even       306  3.166408e-02  3.538623e-02  6.306184e+00
  2    1  even       167  6.298974e-02  1.508128e-01  5.344640e+00
  0    0  even      1241  5.372428e+00  6.029831e+01  5.372428e+00
  2    1  even        26  -1.028818e-01  1.379397e-01  6.939134e+00
  6    3  even       163  3.136608e-02  6.518432e-03  5.914455e+00
  7    3  odd         25  3.729382e-03  1.840616e-03  3.604941e+00
  0    0  even       269  5.391700e+00  6.096033e+01  5.391700e+00
  2    1  even         7  -2.293178e-01  6.910581e-02  5.343192e+00
  7    3  odd         29  -8.255082e-03  1.651406e-03  6.984143e+00
  0    0  even      1063  5.558928e+00  6.006462e+01  5.558928e+00
  2    1  even        47  2.402967e-02  1.446647e-01  5.389129e+00
  4    2  even         4  5.944824e-02  1.060228e-02  1.873047e+00
  7    3  odd          1  4.987586e-02  0.000000e+00  1.070068e+01
  8    4  even        49  1.941167e-02  2.508161e-03  5.240085e+00
  9    4  odd         18  -1.119077e-02  1.108761e-03  5.010166e+00
  0    0  even       523  5.497873e+00  6.668308e+01  5.497873e+00
  2    1  even        13  -9.601300e-02  4.268540e-02  2.739558e+00
  4    2  even         5  1.070068e-01  6.220005e-03  1.697969e+01
  7    3  odd          1  0.000000e+00  0.000000e+00  0.000000e+00
  8    4  even        17  2.447869e-02  1.687560e-03  6.259421e+00
  9    4  odd         13  6.176806e-03  1.360504e-03  6.452421e+00
  0    0  even        67  6.619614e+00  7.105282e+01  6.619614e+00
  9    4  odd          3  0.000000e+00  0.000000e+00  0.000000e+00
  0    0  even       200  5.997514e+00  6.567183e+01  5.997514e+00
  1    0  odd        200  1.626818e-03  3.250183e-04  1.626818e-03
  2    1  even       200  7.370667e-02  2.439008e-01  6.045142e+00
  3    1  odd        200  4.542409e-03  2.130549e-03  5.673443e+00
  4    2  even       200  2.942749e-02  3.230258e-02  4.818740e+00
  5    2  odd        200  9.519843e-04  1.537290e-03  5.922828e+00
  0    0  even      9947  5.689746e+00  6.121463e+01  5.689746e+00
  2    1  even       238  2.521880e-02  2.030507e-01  5.404536e+00
