# l  k  parity   N   mean(Y)       var(Y)        mean(Pf)
  9    4  odd         19  -2.760487e-03  3.576035e-03  1.530479e+01
 11    5  odd         51  -2.393702e-03  2.101226e-02  1.592827e+01
 12    6  even        13  -3.858374e-03  7.154883e-04  1.361028e+01
 13    6  odd         19  -9.849691e-03  4.271646e-03  1.193463e+01
 14    7  even       121  -6.900018e-03  8.092668e-04  1.878828e+01
 15    7  odd        159  -2.102838e-03  1.221550e-03  1.774466e+01
  3    1  odd          2  -5.828890e-02  5.268414e-04  1.426758e+01
  9    4  odd          4  8.161724e-03  3.525157e-04  1.810199e+01
 14    7  even        20  -1.267597e-02  9.193886e-04  1.570823e+01
 15    7  odd         14  1.142559e-02  1.709693e-03  2.029340e+01
  2    1  even        12  1.536865e-01  7.798553e-01  2.237630e+01
  3    1  odd          3  -1.708183e-02  3.763574e-04  8.659627e+00
 14    7  even         1  -1.701838e-02  0.000000e+00  9.173567e+00
 15    7  odd          3  -4.712410e-02  1.011303e-02  7.474855e+00
  0    0  even       100  1.633744e+01  1.458038e+02  1.633744e+01
  2    1  even       106  -1.057520e-01  1.468044e+00  1.584448e+01
  3    1  odd          1  -5.652963e-02  0.000000e+00  7.490479e+00
  4    2  even        44  -8.781294e-02  3.082101e-01  1.605473e+01
 11    5  odd          2  2.773234e-01  6.091029e-03  1.956386e+01
 15    7  odd         13  -1.248536e-02  2.277851e-04  1.012368e+01
  0    0  even       200  1.745198e+01  1.663008e+02  1.745198e+01
  1    0  odd        200  1.065341e-03  1.032586e-03  1.065341e-03
  2    1  even       200  2.498596e-02  9.509630e-01  1.780547e+01
  3    1  odd        200  6.782417e-03  1.779360e-03  1.701215e+01
  4    2  even       200  -1.304755e-01  6.046356e-01  1.580451e+01
  5    2  odd        200  1.710703e-03  2.470547e-03  1.533036e+01
  0    0  even    110535  1.766092e+01  1.839348e+02  1.766092e+01
  2    1  even      5722  -1.216164e-01  1.503714e+00  1.755294e+01
  4    2  even      3139  -1.237472e-01  4.774724e-01  1.754304e+01
  0    0  even     11845  1.764557e+01  1.821810e+02  1.764557e+01
  1    0  odd          6  -1.170699e-02  5.129965e-04  -1.170699e-02
  2    1  even      1869  -1.270444e-01  1.524658e+00  1.758196e+01
  0    0  even      7988  1.769399e+01  1.827383e+02  1.769399e+01
  1    0  odd         12  1.215876e-02  1.115762e-03  1.215876e-02
  2    1  even       538  -8.640332e-02  1.333012e+00  1.720617e+01
  3    1  odd          4  -1.967013e-03  2.046383e-03  1.709137e+01
  4    2  even        16  -1.852417e-02  4.044653e-01  1.988452e+01
  6    3  even      1218  -9.417419e-02  1.468129e-01  1.723915e+01
  7    3  odd         62  8.671408e-03  2.987018e-03  1.799843e+01
  0    0  even      1283  1.847746e+01  1.981102e+02  1.847746e+01
  1    0  odd          4  -1.187587e-02  6.805041e-05  -1.187587e-02
  2    1  even        54  -2.740705e-01  1.254537e+00  1.484003e+01
  3    1  odd          2  -1.491019e-02  2.762668e-03  1.881537e+01
  4    2  even        32  1.002998e-01  3.817164e-01  2.156764e+01
  6    3  even       100  -1.643890e-01  2.145256e-01  1.619631e+01
  7    3  odd         71  2.575844e-03  1.987371e-03  1.542054e+01
  0    0  even        80  1.601081e+01  1.260337e+02  1.601081e+01
  3    1  odd          1  -8.181903e-02  0.000000e+00  2.538440e+01
  6    3  even        25  -9.037109e-02  1.513192e-01  1.837484e+01
  0    0  even      6821  1.776886e+01  1.867327e+02  1.776886e+01
  1    0  odd         10  1.437109e-02  7.681962e-04  1.437109e-02
  2    1  even       432  -1.366467e-01  1.349620e+00  1.789418e+01
  3    1  odd         12  8.118437e-03  1.535396e-03  1.062637e+01
  4    2  even       175  -5.962437e-02  4.087910e-01  1.856153e+01
  6    3  even        70  -5.732247e-02  1.696632e-01  1.809010e+01
  8    4  even       513  -4.629784e-02  4.058543e-02  1.762362e+01
  9    4  odd         47  6.074440e-03  2.607772e-03  2.040846e+01
  0    0  even      1129  1.733174e+01  1.673749e+02  1.733174e+01
  1    0  odd          1  2.351189e-02  0.000000e+00  2.351189e-02
  2    1  even        48  -1.237920e-01  1.782226e+00  1.809025e+01
  3    1  odd          1  -5.230705e-02  0.000000e+00  5.231445e+00
  4    2  even        14  -2.187413e-01  5.742332e-01  1.873019e+01
  6    3  even        15  -1.188151e-02  1.372260e-01  1.844583e+01
  8    4  even         7  -1.613770e-01  8.253159e-02  1.545061e+01
  9    4  odd         47  -1.947819e-03  3.633707e-03  2.015928e+01
  0    0  even       179  1.612958e+01  1.379487e+02  1.612958e+01
  2    1  even        20  -1.786499e-02  5.852402e-01  1.578628e+01
  3    1  odd          1  1.819718e-02  0.000000e+00  1.123572e+01
  4    2  even         7  -8.494350e-02  6.449488e-02  1.186496e+01
  6    3  even         2  -2.080688e-01  2.208808e-02  3.090820e+00
  8    4  even         6  -1.090088e-01  1.463488e-02  8.073242e+00
  9    4  odd          9  -1.233129e-03  2.648025e-03  1.510646e+01
  0    0  even      5815  1.775526e+01  1.890580e+02  1.775526e+01
  1    0  odd         10  1.551385e-02  9.691005e-04  1.551385e-02
  2    1  even       364  -1.614256e-01  1.529076e+00  1.771786e+01
  3    1  odd          9  1.550134e-02  8.239004e-04  2.225346e+01
  4    2  even       147  -1.761284e-01  4.832721e-01  1.510222e+01
  6    3  even        59  -1.118516e-01  1.105869e-01  1.496715e+01
  7    3  odd          1  1.490897e-02  0.000000e+00  4.101929e+00
  8    4  even        20  -1.010925e-01  6.473865e-02  1.498486e+01
  9    4  odd          3  -5.367866e-02  2.010885e-03  1.934049e+01
 10    5  even       198  -3.325191e-02  1.047459e-02  1.660724e+01
 11    5  odd         39  -1.151139e-02  2.619008e-02  1.761295e+01
  0    0  even      9563  1.758602e+01  1.818238e+02  1.758602e+01
  1    0  odd         16  6.052855e-03  1.417022e-03  6.052855e-03
  2    1  even       608  -4.482972e-02  1.075398e+00  1.676881e+01
  3    1  odd         12  -1.022241e-02  2.485910e-03  1.760659e+01
  4    2  even       243  -1.562053e-01  4.032436e-01  1.650754e+01
  5    2  odd          2  -2.572538e-02  5.066090e-05  7.252686e+00
  6    3  even        88  -2.431835e-02  6.703848e-02  1.677362e+01
  7    3  odd          8  -9.347026e-03  9.490653e-04  1.876335e+01
  8    4  even        42  -2.972121e-02  3.723610e-02  1.519508e+01
  9    4  odd          8  8.924395e-04  1.835292e-03  1.634084e+01
 11    5  odd        193  -8.175636e-03  2.198331e-02  1.538083e+01
  0    0  even     10314  1.734598e+01  1.827781e+02  1.734598e+01
  1    0  odd         21  7.066273e-04  1.463964e-03  7.066273e-04
  2    1  even       569  -1.165945e-01  1.302021e+00  1.624325e+01
  3    1  odd         20  -9.017683e-03  1.329813e-03  1.470155e+01
  4    2  even       244  -1.157327e-01  4.889461e-01  1.660154e+01
  5    2  odd         13  5.269945e-03  2.702838e-03  1.813171e+01
  6    3  even        80  -1.077530e-01  1.335978e-01  1.663370e+01
  7    3  odd          7  -1.438525e-03  1.010548e-03  1.443743e+01
  8    4  even        37  -6.587178e-02  5.287541e-02  2.075100e+01
  9    4  odd          6  1.613170e-02  6.203920e-04  1.037372e+01
 12    6  even        53  -1.583215e-02  4.033493e-03  1.772554e+01
 13    6  odd         78  3.293374e-03  6.596298e-03  1.560282e+01
  0    0  even       356  1.900530e+01  1.961846e+02  1.900530e+01
  1    0  odd          5  3.501892e-04  9.149069e-04  3.501892e-04
  4    2  even        13  -2.289288e-02  2.984181e-01  1.615505e+01
  5    2  odd          1  -6.615734e-02  0.000000e+00  7.371582e+00
  8    4  even         6  7.924398e-02  3.375652e-02  1.054150e+01
 12    6  even        16  -3.136970e-03  1.406671e-03  1.688445e+01
 13    6  odd         10  -2.360656e-02  2.283514e-02  1.820015e+01
  0    0  even       540  1.860388e+01  1.871013e+02  1.860388e+01
  2    1  even        28  -1.899937e-01  1.401224e+00  1.641037e+01
  4    2  even        11  2.162864e-02  2.231796e-01  1.761701e+01
  5    2  odd          1  3.136969e-02  0.000000e+00  2.520605e+01
  6    3  even         5  2.380371e-02  2.630701e-02  1.230537e+01
  8    4  even         3  -1.981608e-02  1.020960e-02  7.867839e+00
 13    6  odd         13  8.646800e-03  2.760448e-03  2.334322e+01
  0    0  even       200  1.783829e+01  1.744547e+02  1.783829e+01
  1    0  odd        200  4.061956e-03  9.402789e-04  4.061956e-03
  2    1  even       200  6.423279e-02  9.675692e-01  1.821437e+01
  3    1  odd        200  3.538253e-03  1.956953e-03  1.697901e+01
  4    2  even       200  -1.177075e-01  5.299716e-01  1.757884e+01
  5    2  odd        200  3.724273e-03  1.978209e-03  1.715543e+01
  0    0  even     28529  1.759545e+01  1.838870e+02  1.759545e+01
  2    1  even      1313  -1.222692e-01  1.324043e+00  1.795464e+01
  4    2  even       592  -9.805267e-02  4.684796e-01  1.842442e+01
  0    0  even      1656  1.786219e+01  1.934888e+02  1.786219e+01
  2    1  even       281  -1.461907e-01  1.254065e+00  1.688647e+01
  0    0  even      2069  1.782589e+01  1.864190e+02  1.782589e+01
  2    1  even       116  -2.037259e-01  1.134567e+00  1.707863e+01
  4    2  even        40  -8.771057e-02  5.125931e-01  1.835639e+01
  6    3  even       302  -1.179175e-01  1.576377e-01  1.721248e+01
  7    3  odd         14  -1.159580e-04  1.929066e-03  1.062637e+01
  0    0  even       372  1.782666e+01  1.953893e+02  1.782666e+01
  2    1  even        15  -2.258219e-01  1.813480e+00  1.661751e+01
  4    2  even        10  1.902710e-01  3.291830e-01  1.932773e+01
  6    3  even        38  -8.761115e-02  1.137767e-01  1.537922e+01
  7    3  odd         13  3.423874e-03  2.801934e-03  1.594127e+01
  0    0  even        24  1.706714e+01  1.737346e+02  1.706714e+01
  2    1  even         5  4.758301e-02  3.341090e-01  7.051367e+00
  7    3  odd          3  -3.040812e-02  4.552315e-05  1.472335e+01
  0    0  even      1688  1.764899e+01  1.759886e+02  1.764899e+01
  2    1  even        97  -1.737350e-01  1.553825e+00  1.605552e+01
  4    2  even        43  -1.064340e-01  5.377197e-01  1.885786e+01
  6    3  even        12  -6.439209e-02  5.328147e-02  1.427303e+01
  8    4  even       128  -1.602507e-02  3.164408e-02  1.584001e+01
  9    4  odd         11  -9.549812e-04  5.527593e-04  1.757506e+01
